date,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG,MOM
199609,0.4375,5.0077,-1.4457,-1.7381,2.2071,2.9315,2.7
199610,0.4246,0.8673,-2.4195,3.6633,1.8831,3.2276,3.79
199611,0.3941,6.2603,-3.5327,-1.3109,0.8165,5.3891,-2.37
199612,0.4404,-1.679,3.3237,1.2254,0.9371,1.7252,0.63
199701,0.4014,5.013,-0.7925,-0.6468,1.8122,2.5869,1.96
199702,0.3788,-0.4744,-2.4667,2.9153,-1.5374,0.5919,-2.13
199703,0.431,-5.0188,-0.5279,1.7515,1.7709,0.2063,0.9
199704,0.4313,4.0341,-4.7258,-1.8801,3.8599,3.018,4.84
199705,0.4263,6.7964,5.0194,-3.2305,-0.2201,-1.4875,-5.17
199706,0.3744,4.0933,1.0326,0.2313,2.1092,0.1204,2.6
199707,0.4294,7.3152,-1.4173,-3.0399,1.2853,1.2828,3.79
199708,0.4058,-4.0954,7.4958,-0.7063,-1.4193,0.4387,-2.56
199709,0.4576,5.3264,2.435,-0.1259,-1.0418,-2.61,1.47
199710,0.3911,-3.7644,-1.0927,2.6609,-1.0477,-1.4188,-0.57
199711,0.3773,2.9981,-5.5215,2.8806,1.4026,3.6357,0.33
199712,0.4629,1.348,-2.2243,2.2367,1.572,-2.4011,3.98
199801,0.4204,0.1509,-1.216,-1.2061,2.1884,2.597,0.14
199802,0.3847,7.0327,1.0586,-2.453,1.1388,-0.2961,-1.12
199803,0.4485,4.7031,-0.3378,0.4996,-0.1759,-1.0942,2.15
199804,0.4308,0.7322,0.4966,0.1837,-0.1992,2.2962,0.74
199805,0.3805,-3.0412,-2.6343,2.2555,1.7795,1.0565,1.82
199806,0.4021,3.1843,-3.2848,-1.5148,3.159,0.4236,7.28
199807,0.3873,-2.413,-5.7048,1.8843,0.9703,2.8081,3.73
199808,0.4012,-16.0284,-6.1864,5.4602,3.0578,6.7132,1.84
199809,0.3875,6.2602,-2.0594,-3.0814,-1.8263,1.275,-0.81
199810,0.3353,6.9971,-2.1685,-0.9607,0.6384,-0.5139,-5.37
199811,0.3233,6.0495,0.8957,-0.0256,1.37,1.295,1.2
199812,0.3779,6.1323,-1.8735,-2.9332,2.9291,-2.2554,8.92
199901,0.3494,3.4908,-1.8912,-4.4699,-3.2508,-1.0676,3.03
199902,0.3372,-4.0599,-4.2284,4.8135,0.016,0.011,-0.1
199903,0.4076,3.4926,-5.5833,0.3158,-0.6922,0.3997,-1.27
199904,0.3784,4.3249,3.9806,2.6555,-5.152,0.444,-9.04
199905,0.3463,-2.4584,4.945,0.4504,0.6804,1.8903,-5.19
199906,0.4098,4.7478,3.1512,-2.1112,2.391,4.329,5.06
199907,0.3658,-3.4788,2.264,3.4338,1.0281,1.9786,1.66
199908,0.3876,-1.3686,-1.5514,-1.1989,-0.0297,4.6299,3.12
199909,0.3705,-2.7545,1.7307,-1.3826,-0.1695,-1.0359,6.47
199910,0.3581,6.1243,-5.6493,0.3316,2.0317,1.7882,5.5
199911,0.3811,3.3619,5.7518,-3.931,-3.0073,1.1586,5.64
199912,0.3764,7.7532,4.1765,-5.4904,-5.4444,-0.6029,13.22
200001,0.4343,-4.7631,5.6171,2.9355,-4.9998,0.6306,1.92
200002,0.4295,2.4578,22.1445,-5.3931,-7.5531,-3.1129,18.2
200003,0.4377,5.2267,-14.402,1.835,7.6849,3.508,-6.83
200004,0.4595,-6.3784,-4.8608,3.7871,8.7092,5.105,-8.39
200005,0.4782,-4.369,-4.595,0.5085,0.0196,3.7028,-8.98
200006,0.3744,4.6562,10.2649,-3.3905,-4.7546,-1.8045,16.61
200007,0.4772,-2.42,0.995,2.2468,3.4292,3.2749,-0.1
200008,0.5002,7.0279,0.4492,-0.7996,-2.082,-1.098,5.73
200009,0.5093,-5.4347,1.6354,5.2247,2.1026,0.7955,1.97
200010,0.5217,-2.7431,-2.223,2.9226,7.3215,6.4705,-4.48
200011,0.4966,-10.6882,1.5397,7.4487,10.3593,10.9018,-2.32
200012,0.4909,1.1951,4.6807,6.3542,5.186,0.5126,6.74
200101,0.5243,3.2649,2.7241,-7.1285,-10.7883,-6.1594,-25.3
200102,0.3653,-10.0213,2.8908,9.2226,5.1517,6.3589,12.57
200103,0.432,-7.2697,2.9526,3.7573,3.459,2.6587,8.55
200104,0.3864,7.9372,-0.9184,-3.7563,0.0915,-5.4515,-7.9
200105,0.3183,0.6859,4.3574,2.3801,-2.5149,-0.2513,2.21
200106,0.2778,-1.9318,6.7189,-1.7996,-0.7916,1.9722,0.38
200107,0.2999,-2.1316,-2.1192,1.3768,3.9508,5.5121,5.58
200108,0.2996,-6.3876,2.3699,5.641,4.3155,5.6455,5.53
200109,0.273,-9.2406,-4.9253,2.8644,9.1919,5.7667,11.48
200110,0.2154,2.4885,3.4911,-2.9706,-4.3929,-0.5555,-8.47
200111,0.1749,7.529,-1.3906,-1.1391,-8.4893,-2.9927,-8.69
200112,0.1484,1.6088,5.3189,-0.1761,0.5421,-2.257,0.07
200201,0.139,-1.4322,0.7237,3.2498,0.3033,4.2877,3.75
200202,0.1285,-2.292,-0.4922,4.4456,5.3235,3.7643,6.82
200203,0.1341,4.2381,4.6098,0.7761,-4.7001,-0.5528,-1.64
200204,0.1546,-5.2055,7.5846,4.0731,5.4639,4.0819,7.63
200205,0.1442,-1.3564,-3.1795,2.1865,1.8111,0.6156,3.16
200206,0.1312,-7.2085,3.5661,3.5485,4.9409,0.5052,6.03
200207,0.1507,-8.19,-6.3911,1.9786,6.7016,4.9683,3.74
200208,0.1402,0.4937,0.0007,-0.8574,2.5491,-1.7192,1.9
200209,0.1414,-10.3257,3.12,-2.1364,4.4049,1.1299,9.13
200210,0.1334,7.8301,-5.1206,0.2843,-4.5614,1.5123,-5.58
200211,0.1166,5.9526,1.496,3.2719,-11.1725,-3.1022,-16.33
200212,0.1079,-5.7527,0.0671,-2.2589,5.3188,2.2776,9.64
200301,0.0934,-2.5618,-0.9824,0.6982,-0.589,0.7808,1.55
200302,0.0871,-1.8826,-2.0245,-0.1272,0.8778,1.3997,1.17
200303,0.102,1.0908,1.4039,-0.1257,3.4092,-0.9347,1.48
200304,0.0939,8.1807,2.3547,1.0369,-4.4513,-2.9391,-9.33
200305,0.0903,6.0466,3.8174,1.848,-8.2331,-1.6245,-10.7
200306,0.0984,1.4214,2.221,-1.0629,1.0948,-0.1291,-1
200307,0.0674,2.3359,4.3762,2.3405,-1.7422,-0.8789,-0.32
200308,0.0689,2.3282,2.2397,2.3621,-1.2384,-1.6327,-0.62
200309,0.0865,-1.2402,0.6889,0.2279,1.2631,2.3261,-0.19
200310,0.07,6.0782,3.0474,1.031,-1.7507,-0.5642,3.99
200311,0.0725,1.3469,2.1957,2.3052,0.7767,0.5379,1.46
200312,0.0831,4.283,-2.7811,0.774,-1.7394,-1.3486,-5.57
200401,0.0696,2.1525,3.1121,2.0585,-2.4364,0.837,2.58
200402,0.0623,1.3997,-0.3075,-0.8855,2.1354,-0.0152,-1.14
200403,0.0844,-1.3163,2.5218,-0.7352,1.7567,-1.0578,0.17
200404,0.0795,-1.8184,-3.2185,-2.9001,0.0193,1.427,-5.38
200405,0.0603,1.1742,-0.3819,0.551,1.068,-0.2178,1.5
200406,0.0817,1.8607,2.2399,-0.2618,0.5621,0.6322,2.05
200407,0.0919,-4.0549,-3.3502,-0.9772,2.4066,3.0646,-2.28
200408,0.1116,0.0745,-1.5163,-1.1996,-1.2272,0.176,-1.59
200409,0.1185,1.5958,3.7951,-2.2121,-0.2123,-1.6176,5.49
200410,0.1129,1.4237,-0.7841,0.584,-1.4399,0.0033,-1.38
200411,0.1541,4.5362,4.4728,-0.4263,-1.1342,-1.6565,3.16
200412,0.1672,3.4131,-0.041,0.3018,-0.8597,-1.1293,-2.87
200501,0.1661,-2.7543,-0.3941,-0.4036,3.2457,1.2576,3.05
200502,0.1641,1.8819,0.1469,0.2917,3.5726,0.6662,3.37
200503,0.2123,-1.9348,-1.7448,0.9394,0.535,1.8949,0.41
200504,0.2072,-2.6089,-4.4794,-1.4563,-1.1019,2.1604,-0.69
200505,0.2395,3.6511,2.9656,-0.0579,0.9641,0.4258,0.45
200506,0.2263,0.571,3.8096,-0.1983,-0.4264,-0.4162,2.05
200507,0.2383,3.9143,2.7307,-2.0741,-0.2056,-0.4032,0.06
200508,0.292,-1.1886,-0.7894,0.2365,-0.6858,-0.6057,2.08
200509,0.2848,0.4859,0.006,-0.0283,0.858,0.2596,3.43
200510,0.2728,-2.0446,-0.5142,-0.3185,1.1029,-0.5479,-1.39
200511,0.3045,3.6182,1.2181,-1.0467,0.7767,-0.6024,0.35
200512,0.316,-0.2427,-0.0272,0.8831,0.2219,1.0851,0.77
200601,0.3488,3.0377,6.4402,-0.6827,-0.2638,0.8754,2.53
200602,0.3322,-0.2928,-0.389,2.4367,-1.0088,-1.0037,-1.84
200603,0.3642,1.4648,3.1186,-1.346,0.7682,-0.7847,1.26
200604,0.3559,0.7296,-0.3044,0.3425,0.8234,-0.1292,0.61
200605,0.4195,-3.5448,-3.5172,1.325,-0.0888,-1.598,-3.7
200606,0.397,-0.3492,-0.3339,-0.3929,1.043,0.6258,1.54
200607,0.3976,-0.776,-3.1601,1.3515,0.545,3.2009,-2.13
200608,0.4283,2.0201,0.4272,1.9357,-1.3436,-0.1446,-3.38
200609,0.4047,1.8459,-0.9658,0.9846,0.6327,0.9511,-0.96
200610,0.4076,3.226,1.9769,0.2011,-0.2861,0.445,-0.2
200611,0.4243,1.7004,0.3938,-1.5991,0.485,-0.8997,-1.03
200612,0.4036,0.8638,-0.0015,1.8288,-0.5587,-1.2249,0.79
200701,0.4328,1.3927,-0.095,0.6304,0.0206,0.0683,0.24
200702,0.3837,-1.9559,1.4278,-0.9739,-0.7456,-0.0687,-1.35
200703,0.4257,0.6903,-0.1825,-1.1944,0.4356,-0.2037,2.56
200704,0.4348,3.4828,-1.7342,0.848,0.5436,1.1127,-0.24
200705,0.4046,3.2409,-0.2543,-2.3087,0.5236,0.1331,-0.34
200706,0.3918,-1.949,0.5452,0.9511,1.2065,-0.5937,0.51
200707,0.3962,-3.7154,-3.0159,-2.2891,1.6369,0.0496,2.94
200708,0.4205,0.9173,-0.8207,-1.3054,0.9418,0.4943,0.1
200709,0.3347,3.2021,-2.4039,-3.2183,1.6356,-0.4745,4.63
200710,0.3212,1.8018,0.377,0.4577,1.2265,0.3453,5.02
200711,0.3395,-4.8017,-3.0218,0.1851,3.588,1.4361,0.99
200712,0.2921,-0.8795,0.6489,-0.6012,2.3193,1.0642,6.63
200801,0.243,-6.3719,-0.7217,1.3807,-0.2969,-0.8164,-7.75
200802,0.1325,-3.0844,-0.8748,-1.5137,1.7981,1.36,6.1
200803,0.1869,-0.9534,0.5805,-0.353,2.3754,-0.0305,4.27
200804,0.1025,4.6755,-0.9362,-2.312,-0.8075,3.3207,-0.31
200805,0.0946,1.942,2.5324,-0.3546,-0.3367,0.0761,3.31
200806,0.175,-8.4289,1.8834,-0.1934,6.3621,1.0367,12.75
200807,0.144,-0.7584,5.9805,1.8218,0.013,-0.0734,-5.07
200808,0.1282,1.5211,1.8217,0.9425,-0.8718,2.079,-4.02
200809,0.153,-9.2921,0.6309,3.1596,1.5906,3.4517,0.28
200810,0.0792,-17.1779,-3.4757,1.0558,5.8964,6.7538,7.85
200811,0.0228,-7.7501,-5.2005,0.5052,3.5072,2.1843,7.17
200812,0.0029,1.7427,3.6023,-2.345,-0.5559,-0.8413,-5.09
200901,0.0023,-8.1113,-2.9342,-0.9212,-0.7728,2.4051,-2.18
200902,0.0147,-10.0887,-1.5731,-1.854,2.9625,2.8875,4.41
200903,0.0159,8.9657,0.9871,-0.448,-3.3694,0.0801,-11.87
200904,0.0125,10.1649,7.2758,3.5028,-13.8308,-1.7967,-34.3
200905,0.0017,5.2051,-1.3216,-2.419,-3.3204,-0.5583,-12.49
200906,0.0075,0.4284,3.7486,0.5164,0.8967,2.4952,5.48
200907,0.0119,7.7115,1.6912,1.9782,-4.8912,-1.0287,-5.58
200908,0.0116,3.3288,0.8676,2.2617,-2.6003,-1.5815,-9.07
200909,0.0079,4.0766,2.4647,-1.155,-2.8169,-2.6301,-4.79
200910,0.004,-2.5535,-4.6122,-0.2446,3.9462,2.9368,2.61
200911,0.0004,5.5694,-2.3833,-0.3542,1.0291,-0.3254,0.3
200912,0.0062,2.746,4.8164,-0.183,-1.8549,-0.126,3.02
201001,0.0028,-3.3494,0.3752,0.6789,-1.067,-0.6848,-5.4
201002,0.001,3.3894,1.5236,0.7583,-1.0406,-0.5169,3.74
201003,0.0068,6.3066,2.0221,1.5744,-0.5104,-1.6988,3.76
201004,0.0111,1.9985,3.9038,3.0529,-2.4888,-2.3485,3.16
201005,0.0112,-7.8914,0.048,-0.4512,2.7156,1.7369,-0.25
201006,0.0127,-5.5538,-2.3714,-2.4633,1.3288,1.9251,-2.76
201007,0.0142,6.9088,0.4811,1.2242,-0.8529,0.3616,1.83
201008,0.0126,-4.7708,-3.6375,-1.777,-0.5599,-0.6431,-0.06
201009,0.0125,9.5407,3.9473,1.1549,0.5214,0.0482,1.41
201010,0.0112,3.8695,0.6884,-0.0068,0.6453,0.4416,1.58
201011,0.0114,0.5951,3.6487,1.8594,-0.0799,-0.6138,2.66
201012,0.014,6.8138,0.4459,3.0261,-3.6697,-2.2435,-3.03
201101,0.0066,1.9892,-2.0115,1.316,0.5566,-1.3438,-0.29
201102,0.0122,3.4831,1.3916,1.4321,-1.6578,-0.8146,1.99
201103,0.0067,0.4538,1.8477,-0.1252,-0.9511,0.2831,3.4
201104,0.0053,2.8954,-0.8838,-0.9692,1.5871,1.0881,0.04
201105,0.0013,-1.2689,-0.8715,-1.0161,0.1308,1.3797,-0.62
201106,0.0035,-1.7419,0.4603,-1.152,2.8109,1.0009,1.78
201107,-0.0028,-2.3488,-1.7742,-2.0383,0.7348,0.659,0.16
201108,0.0083,-5.9801,-3.7196,-1.3168,2.562,2.7195,-0.28
201109,-0.0001,-7.5695,-4.7805,0.0766,-0.7641,4.899,-2.42
201110,0.0014,11.3324,5.1816,-0.5881,2.1402,-1.7028,-1.43
201111,0.0004,-0.2796,-1.1335,1.5253,0.5804,1.2147,3.85
201112,0,0.7396,0.1225,2.6695,1.1493,-0.6067,1.81
201201,-0.0002,5.0531,2.7843,-0.574,-0.6313,-1.312,-7.93
201202,0.0031,4.4179,-0.6734,0.0789,0.2919,0.0126,-0.29
201203,0.0046,3.1094,0.7124,1.4304,1.658,1.7917,1.3
201204,0.0029,-0.8431,-1.1503,0.9546,1.001,-0.3668,3.75
201205,0.0065,-6.171,-0.8859,2.6812,1.6158,2.338,6.49
201206,0.0022,3.8919,1.492,1.0221,-1.7624,0.3348,-1.06
201207,0.0032,0.7869,-3.0753,0.5147,1.5424,0.9827,3.02
201208,0.005,2.5482,1.4133,-1.4557,-0.497,-0.4037,-2.37
201209,0.0067,2.7322,1.1788,1.1835,0.1886,-0.6612,-1.14
201210,0.0037,-1.7522,0.2195,1.8577,0.4583,-3.7334,0.14
201211,0.0085,0.7763,0.3564,0.8217,1.7154,0.152,0.49
201212,0.0103,1.1755,2.4232,-0.8302,-1.9967,-2.6321,-2.86
201301,0.0022,5.5689,0.1915,1.5404,-2.0971,-1.638,-1.79
201302,0.0054,1.2861,-0.615,0.7541,0.1036,0.4262,1.29
201303,0.0041,4.0339,1.0765,1.292,0.487,-1.161,1.92
201304,0.0037,1.5537,-2.8557,0.1152,-1.0136,-0.2819,0.22
201305,0.0012,2.8026,3.5166,-1.6526,-0.3975,-1.4219,-2.02
201306,0.0013,-1.1911,0.7617,0.7006,-0.1341,0.5964,0.52
201307,0.0009,5.6434,2.0945,0.6474,-0.4746,-1.124,1.75
201308,0.0009,-2.7045,-0.208,-1.7841,0.5497,0.1587,0.02
201309,0.0008,3.7668,2.4397,-0.7254,-0.9967,-1.0133,3.07
201310,0.0017,4.1692,-1.6177,1.1611,1.337,0.7823,0.08
201311,0.0032,3.1222,1.9293,0.0148,1.5473,1.2051,0.44
201312,0.0023,2.8046,-0.4381,0.7392,-0.1739,-1.7385,0.02
201401,0.0012,-3.318,0.3303,-0.2918,-2.3112,0.3524,1.71
201402,0.0045,4.6489,-0.3064,-0.6297,-1.4762,-0.0343,2.07
201403,0.0028,0.4309,-0.1623,2.7038,1.7701,1.5414,-3.29
201404,0.0015,-0.1877,-4.6866,0.8015,1.0756,0.6894,-3.89
201405,0.0008,2.0616,-2.0366,-0.9378,-0.6562,0.5021,0.88
201406,0.002,2.6074,2.2426,-2.6584,-2.5842,0.2626,0.69
201407,0.0013,-2.0374,-3.5626,0.7158,1.1954,1.2346,-0.16
201408,0.0003,4.2326,0.4495,-0.9247,0.1376,0.233,0.82
201409,0.0004,-1.9679,-3.1032,-0.3111,3.0595,2.1813,0.5
201410,0.0012,2.5083,3.6349,0.5516,1.7167,-0.1556,-0.06
201411,-0.0001,2.5472,-2.0077,0.2967,2.4103,0.4488,0.69
201412,0.0005,-0.0601,2.7686,0.4711,-0.652,0.2952,1.12
201501,0.0013,-3.1017,-1.5654,-1.0529,-0.3354,1.4077,3.84
201502,-0.0021,6.1301,0.8189,-1.3982,0.0923,-0.8935,-2.82
201503,-0.0008,-1.1028,2.8166,-0.2615,0.8324,-0.018,2.74
201504,0.0029,0.5907,-3.7918,-0.8011,-2.1972,-0.2334,-7.27
201505,-0.0005,1.3612,1.735,-0.612,1.4466,0.2893,5.81
201506,0.0004,-1.5273,2.8606,-2.4461,1.2477,-0.6691,3.01
201507,-0.0037,1.5462,-4.0769,-2.7366,4.3394,2.6044,10
201508,0.0027,-6.0265,0.5025,1.1604,0.7607,0.2546,-2.09
201509,-0.0006,-3.0702,-3.3863,0.3173,4.2461,3.4688,5.22
201510,-0.0027,7.7465,-2.783,0.6276,-2.3746,1.0524,-3.28
201511,0.002,0.562,3.4693,-0.5508,-1.7131,0.4729,2.28
201512,0.0103,-2.1658,-2.0882,0.328,2.9245,3.2155,3.35
201601,0.0037,-5.756,-2.8219,2.7808,5.3238,4.792,1.44
201602,0.0205,-0.0738,0.4861,1.7188,2.0303,-0.1342,-4.38
201603,0.019,6.9541,1.0415,-0.7057,-2.124,-2.7595,-5.01
201604,0.0051,0.9179,0.1063,1.2916,-7.2347,-5.2387,-6.02
201605,0.0115,1.7718,-0.5063,-2.265,0.9582,2.2386,1.42
201606,0.0188,-0.0422,-0.3453,0.5038,0.2537,-0.874,4.13
201607,0.0171,3.9508,2.3329,-2.1967,-0.5197,2.2517,-3.34
201608,0.0165,0.497,0.9481,-0.193,-2.4067,-0.3863,-3.49
201609,0.0219,0.2636,0.9906,0.2104,-3.1894,-0.9297,0.19
201610,0.0168,-2.0217,-3.41,0.8077,3.0288,2.0286,0.6
201611,0.0136,4.8631,6.4972,2.913,-1.1087,-2.5273,-4.62
201612,0.0239,1.8153,0.6248,-0.2604,1.53,0.8567,-0.26
201701,0.0358,1.9357,-1.877,-2.0676,-1.3148,0.6337,-0.93
201702,0.0364,3.5594,-1.6847,-2.2535,2.0022,2.3822,-1.65
201703,0.0353,0.1676,1.2369,-1.3076,1.8774,1.2449,-1.02
201704,0.0537,1.086,0.576,-1.5408,1.0121,1.684,0.48
201705,0.0614,1.0602,-2.5609,-1.6597,1.3181,2.6917,1.48
201706,0.0617,0.7961,3.0378,-0.4684,-1.29,-1.8761,-0.09
201707,0.0722,1.8657,-1.1248,-0.4301,1.5305,1.0232,1.62
201708,0.0827,0.1617,-1.4073,-2.8366,0.4774,1.5301,3.26
201709,0.0944,2.5062,4.9092,3.1398,0.4383,-1.7976,-1.32
201710,0.084,2.2519,-1.3238,-3.2968,1.4109,2.8974,4.27
201711,0.0826,3.1198,0.2046,-0.4945,1.8721,1.1391,-0.87
201712,0.0884,1.0539,-0.9144,1.7407,0.3282,-1.0643,-1.54
201801,0.1121,5.5753,-2.7664,-1.293,-1.2928,2.6001,4.05
201802,0.1073,-3.6478,0.1879,-1.6978,-0.764,4.466,3.58
201803,0.0261,-2.2541,2.8131,-0.1096,0.1904,0.4646,-1.13
201804,0.1433,0.2834,0.2739,1.5854,-0.0276,-0.8116,0.36
201805,0.1401,2.6466,4.7956,-1.214,-1.8397,2.242,3.89
201806,0.1408,0.4887,0.6253,-0.393,1.4276,0.0886,-2.35
201807,0.1558,3.1964,-1.3092,0.4743,1.9927,1.4167,-1.41
201808,0.1575,3.4459,1.4355,-2.334,0.3874,4.1681,5.29
201809,0.149,0.0589,-3.0639,1.422,0.7044,0.973,0.04
201810,0.189,-7.6474,-4.7588,4.1721,1.298,-0.7515,-2
201811,0.1795,1.7054,-0.8371,-0.9318,0.6989,2.7812,-1.37
201812,0.193,-9.5432,-3.0732,-0.8158,1.3127,2.5216,2.11
201901,0.192,8.4128,2.0385,-1.0008,-4.0017,-7.1495,-8.68
201902,0.1809,3.3944,1.1523,-2.5575,0.5466,1.2502,0.86
201903,0.1935,1.1031,-3.3245,-0.5028,-0.0494,0.6624,2.21
201904,0.2125,3.9574,-0.233,-2.5445,2.0809,1.0648,-2.97
201905,0.1983,-6.9261,-1.9122,1.495,0.7321,0.169,7.56
201906,0.1853,6.9244,-0.5222,-0.3023,-0.1628,-0.3229,-2.3
201907,0.1783,1.2207,-1.5982,0.1843,0.5193,1.3086,2.75
201908,0.1908,-2.6036,-4.1989,-1.0035,1.8977,1.4881,6.92
201909,0.1787,1.4305,1.4387,2.9671,1.6995,-1.8666,-6.81
201910,0.1531,2.0588,0.8309,-0.64,0.8606,1.945,0.15
201911,0.1197,3.8643,0.0197,-1.029,-1.2984,-0.6457,-2.66
201912,0.1431,2.7659,1.2755,1.804,-1.3106,-0.8055,-1.77
202001,0.1164,-0.0927,-4.7408,-2.4131,-0.4183,2.4784,5.98
202002,0.1208,-8.1294,-1.3645,-2.2233,-0.4449,1.4416,-0.4
202003,0.1268,-13.3787,-8.3933,2.1259,5.8489,11.8307,7.97
202004,0.0003,13.5916,3.3014,-0.1369,-2.1095,-2.2196,-5.23
202005,0.0059,5.5815,2.4767,-3.7098,-0.6147,0.6912,0.42
202006,0.0111,2.4587,2.2933,0.2533,1.1584,1.7125,-0.73
202007,0.0096,5.7694,-1.4121,-1.2834,3.4213,1.7869,7.64
202008,0.0079,7.6269,-2.224,-2.7625,-0.7472,-1.6586,0.55
202009,0.0076,-3.627,0.2818,-2.2241,1.1241,0.8326,3.14
202010,0.0073,-2.1007,2.8259,-0.6775,-2.5423,0.0772,-3.04
202011,0.0066,12.4689,4.0371,3.294,-14.4379,-9.6046,-12.43
202012,0.006,4.6309,4.192,-2.7803,-4.1554,-0.9909,-2.32
202101,0.0046,-0.0188,8.4978,6.367,-1.9661,-7.2774,4.5
202102,0.0045,2.7754,4.452,-0.9147,-6.1641,-5.474,-7.89
202103,0.0027,3.0836,-0.6441,4.6971,4.4869,-1.476,-6.14
202104,0.0014,4.9225,-2.9242,-3.4483,2.0464,2.1879,1.1
202105,0.0005,0.2861,1.8365,4.3494,2.6254,-1.7836,0.88
202106,0.0004,2.7487,-0.0955,-2.4309,-1.1643,3.7346,2.19
202107,0.0031,1.2671,-3.0542,-1.4863,7.6337,5.2153,-2.28
202108,0.0049,2.9041,-0.8165,-1.9834,1.2464,2.2894,2.52
202109,0.0033,-4.369,0.773,3.2602,-1.7508,-4.7885,1.53
202110,0.0037,6.6475,-1.9691,-2.2881,3.4088,3.5182,3.19
202111,0.0044,-1.5461,-0.5887,-0.3563,8.6032,4.9244,0.89
202112,0.0067,3.1025,-0.554,5.2855,3.8004,1.1868,-2.6
