DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG,MOM
19700511,0.0263,-1.1105,0.3134,0.6485,0.3318,0.695,0.32
19700512,0.0263,-0.9335,-0.1754,-0.168,-0.4474,0.1949,-0.34
19700513,0.0263,-1.7657,-0.3559,0.6679,0.0478,0.6259,0.19
19700514,0.0263,-1.5272,-0.8867,0.3569,0.1134,0.4094,0.38
19700515,0.0263,1.8319,-0.7146,0.1392,-0.374,-0.1444,-0.81
19700518,0.0263,0.1332,0.143,-0.0912,-0.0314,0.1898,0.07
19700519,0.0263,-2.01,0.2496,1.1021,-0.1461,0.5651,0.32
19700520,0.0263,-2.6612,-0.5051,1.5279,-0.5295,1.0162,0.18
19700521,0.0263,-2.0091,-0.7659,0.6506,-0.0599,0.6563,0.61
19700522,0.0263,-0.1489,-0.6767,-0.0418,0.9509,-0.1754,0.04
19700525,0.0263,-3.2067,-1.2156,0.6204,0.4433,0.735,1.1
19700526,0.0263,-1.3181,-0.5457,-0.0051,-0.2469,-0.225,-0.4
19700527,0.0263,5.3042,0.7842,-2.5427,-0.2189,-1.57,-3.21
19700528,0.0263,2.6306,0.9118,-0.1749,0.2752,-0.3293,-0.75
19700529,0.0263,2.6962,-0.04,-1.1753,0.1196,-0.3317,-0.96
19700601,0.0251,1.825,0.6057,-0.5336,0.6547,-0.2931,-0.13
19700602,0.0251,0.1237,0.4031,0.0864,-0.1895,-0.8066,-0.26
19700603,0.0251,1.1157,0.3297,-0.5076,-0.2722,-0.8719,-1.7
19700604,0.0251,-1.5797,0.2008,1.1355,0.5014,1.3997,1.43
19700605,0.0251,-1.6974,-0.3175,0.2948,0.0567,0.4722,1.38
19700608,0.0251,0.1006,-0.0965,-0.1178,-0.2914,-0.1117,-0.32
19700609,0.0251,0.009,-0.1259,-0.175,0.3628,0.082,0.16
19700610,0.0251,-1.0277,0.0903,0.3149,0.0136,0.2934,0.69
19700611,0.0251,-1.4192,0.0134,0.924,-0.1638,0.6115,0.62
19700612,0.0251,-0.4157,-0.3608,0.4369,0.6196,0.3603,0.38
19700615,0.0251,0.2983,0.053,-0.4265,-0.0706,-0.158,-0.13
19700616,0.0251,2.2764,-0.5798,-0.8237,0.3753,-0.1674,-0.18
19700617,0.0251,-0.2658,0.007,0.2773,-0.3645,0.2915,0.64
19700618,0.0251,0.5653,-0.5531,-0.4788,0.3618,0.0714,0.68
19700619,0.0251,0.6644,-0.2434,-0.0949,-0.158,0.4583,0.28
19700622,0.0251,-0.665,0.0736,0.2765,0.222,0.5214,1.32
19700623,0.0251,-2.4898,0.4126,1.3838,0.1234,0.6212,1.8
19700624,0.0251,-1.1531,-0.6593,0.3582,0.1581,0.1564,0.53
19700625,0.0251,-0.0495,-0.7112,0.3022,0.3074,-0.0041,0.16
19700626,0.0251,-0.8179,0.0622,0.3446,0.2273,0.3328,0.59
19700629,0.0251,-0.8723,-0.2937,0.558,0.3863,0.5568,0.58
19700630,0.0251,-0.2987,-0.3496,0.2496,-0.0988,0.2523,0.47
19700701,0.0222,0.3327,-0.5173,0.2324,0.6121,0.7879,0.86
19700702,0.0222,-0.2618,-0.3825,0.5642,-0.0028,0.1563,0.46
19700706,0.0222,-1.5774,-0.0778,1.0469,0.4613,0.4853,0.81
19700707,0.0222,-0.8726,-0.3897,0.5709,0.1718,0.1395,0.47
19700708,0.0222,2.3794,-0.9588,-1.447,-0.0522,-0.1863,-0.71
19700709,0.0222,1.6098,-0.0099,-0.524,-0.3436,-0.5966,-0.71
19700710,0.0222,0.7091,0.1015,0.5093,-0.0623,-0.1813,0.26
19700713,0.0222,-0.0638,0.1701,0.2269,-0.7879,-0.2538,-0.11
19700714,0.0222,-0.1505,-0.1286,0.1723,0.4143,0.321,0.37
19700715,0.0222,0.9852,-0.3621,-0.1308,0.0928,-0.4102,-0.3
19700716,0.0222,1.3454,-0.4263,0.1501,-0.6131,-0.636,-0.34
19700717,0.0222,1.6798,-0.0676,-0.0595,-0.6636,-0.1542,-1.72
19700720,0.0222,0.1286,0.4801,0.3927,-0.1534,0.3376,-0.38
19700721,0.0222,-1.0152,0.1228,0.172,0.3225,0.4268,0.35
19700722,0.0222,0.1249,0.2434,-0.2627,-0.1504,-0.3531,-0.19
19700723,0.0222,1.2214,-0.3923,-0.1855,-0.0433,-0.6369,-0.59
19700724,0.0222,-0.2285,0.3761,0.3223,-0.1678,-0.1538,-0.28
19700727,0.0222,-0.1856,0.6042,0.0605,0.2892,0.2499,-0.2
19700728,0.0222,0.2683,0.1923,0.0542,-0.0856,-0.6471,-1.01
19700729,0.0222,0.3767,0.4695,-0.0701,-0.2784,-0.6642,-0.27
19700730,0.0222,0.0584,0.257,0.2141,0.3437,0.207,0.05
19700731,0.0222,-0.061,0.2855,0.2748,-0.1213,0.592,-0.04
19700803,0.0238,-1.2209,0.2182,0.2597,0.1368,0.5013,0.56
19700804,0.0238,0.1657,-0.1724,0.0582,-0.0141,-0.1312,-0.37
19700805,0.0238,-0.0743,-0.1024,0.2675,0.0836,0.0064,0.25
19700806,0.0238,-0.1816,-0.2367,0.5155,0.1496,0.3324,-0.04
19700807,0.0238,0.2621,0.0811,0.333,-0.3902,0.39,-0.35
19700810,0.0238,-1.439,0.0867,0.3604,0.156,0.3747,0.89
19700811,0.0238,-0.5684,-0.111,0.1418,0.1546,0.0004,0.32
19700812,0.0238,-0.4885,0.1259,0.413,-0.1618,-0.2198,0.05
19700813,0.0238,-0.8941,0.116,0.6301,0.2809,0.1285,-0.1
19700814,0.0238,0.4087,-0.3247,0.2498,-0.0347,0.4953,0.17
19700817,0.0238,0.1734,-0.2884,-0.3345,0.1716,-0.1455,0.01
19700818,0.0238,1.0651,-0.7173,-0.5203,-0.4103,0.0102,-0.51
19700819,0.0238,0.9007,-0.3052,-0.1755,-0.3167,-0.2986,-0.41
19700820,0.0238,0.7506,-0.893,0.1389,-0.242,0.0711,-0.62
19700821,0.0238,2.0921,-0.5768,-0.4299,-0.8185,-0.9109,-1.18
19700824,0.0238,2.3452,0.5946,-1.637,0.0189,-0.6553,-1.16
19700825,0.0238,0.3809,0.5745,-0.6976,-0.2528,-0.4011,-1.2
19700826,0.0238,0.3142,0.8991,0.2575,-0.5145,-0.7889,-1.58
19700827,0.0238,-0.1207,0.653,-0.0868,-0.2687,-0.1657,-0.52
19700828,0.0238,0.9874,0.3009,-0.6928,-0.6363,-0.5749,-1.26
19700831,0.0238,-0.3523,0.6819,0.0558,-0.2866,-0.0274,-0.25
19700901,0.0239,-0.6399,0.161,0.1081,0.4562,0.2227,0.67
19700902,0.0239,-0.0229,0.277,-0.4872,-0.1435,-0.3771,-0.56
19700903,0.0239,1.4599,0.0951,-0.4298,-0.5155,-0.5183,-1.41
19700904,0.0239,1.076,0.3231,-1.0906,-0.9008,-0.7863,-1.81
19700908,0.0239,0.3578,0.814,-0.5458,0.0901,-0.6573,-1.64
19700909,0.0239,-0.2976,0.3634,0.163,0.3733,-0.0939,0.58
19700910,0.0239,-0.5749,0.5444,0.6566,0.0991,0.2026,0.58
19700911,0.0239,0.3493,0.6636,-0.6657,-0.7771,-0.564,-1.4
19700914,0.0239,-0.5153,0.1042,0.1672,0.2211,0.1924,0.62
19700915,0.0239,-0.9831,-0.2269,0.2335,0.747,0.5256,1.06
19700916,0.0239,0.5668,0.0964,-0.52,-0.3189,-0.3931,-1.22
19700917,0.0239,0.8007,0.4082,-0.2277,0.0616,-0.2423,-1.1
19700918,0.0239,0.4452,0.5062,-0.36,-0.4624,-0.2649,-0.81
19700921,0.0239,-0.8412,-0.0398,0.6497,0.5809,0.2957,1.18
19700922,0.0239,-0.3569,0.0427,-0.0292,0.3678,-0.16,0.35
19700923,0.0239,1.3472,0.2156,-0.7556,0.0595,-0.4096,-0.89
19700924,0.0239,1.4295,0.9862,-1.1492,-0.6186,-1.1703,-1.75
19700925,0.0239,0.1663,0.1092,-0.1118,0.0781,-0.0309,-0.1
19700928,0.0239,-0.059,0.6448,0.0175,0.344,-0.4006,-0.34
19700929,0.0239,0.5835,0.3388,-0.4008,-0.7895,-0.6717,-0.76
19700930,0.0239,-0.1145,0.2523,0.4853,-0.2606,0.1694,0.61
19701001,0.0225,0.1193,-0.164,0.0146,0.4606,0.1789,0.15
19701002,0.0225,1.0441,0.0797,-0.5733,-0.0092,-0.6197,-1.16
19701005,0.0225,1.4427,-0.1747,-0.5999,-0.085,0.0575,-0.34
19701006,0.0225,0.2242,-0.4721,1.1021,0.1073,1.2161,1.21
19701007,0.0225,-0.0313,0.3338,-0.1784,-0.1762,0.2876,0.08
19701008,0.0225,-1.1476,-0.0202,0.9183,0.8196,0.5421,1.86
19701009,0.0225,-0.9725,0.2268,0.1162,0.0598,0.0982,0.58
19701012,0.0225,-0.9846,0.0135,0.3927,0.227,0.1906,0.5
19701013,0.0225,-0.2584,-0.0034,-0.3612,0.3309,0.3007,0.41
19701014,0.0225,0.1325,-0.091,0.2712,-0.1168,-0.1018,0.4
19701015,0.0225,0.4093,-0.3945,0.4225,-0.2242,0.1963,0.44
19701016,0.0225,-0.6031,-0.3127,0.9686,0.7644,1.0259,1.17
19701019,0.0225,-1.4133,-0.4008,0.6015,0.588,0.1969,1.39
19701020,0.0225,0.566,-0.6648,-0.7609,0.4686,-0.2239,-0.35
19701021,0.0225,-0.0789,-0.1882,0.4058,0.34,-0.1511,0.5
19701022,0.0225,-0.4316,-0.2158,0.3064,0.1888,0.2523,0.89
19701023,0.0225,0.485,0.1001,-0.2029,0.1146,-0.1051,0.35
19701026,0.0225,-0.5365,0.1703,0.1665,0.5045,-0.1477,0.79
19701027,0.0225,-0.2978,-0.0042,0.3106,0.6338,0.3701,0.57
19701028,0.0225,0.3142,-0.7089,-0.7411,0.2717,-0.2736,-0.44
19701029,0.0225,-0.1858,-0.2255,0.3223,0.3497,0.6474,0.84
19701030,0.0225,-0.0752,-0.1492,0.1635,0.1716,0.1921,0.41
19701102,0.0224,0.3251,-0.0758,-0.072,0.0715,0.1289,-0.23
19701103,0.0224,0.8464,0.2035,0.0725,-0.513,-0.0872,-0.54
19701104,0.0224,0.1821,-0.127,0.8372,0.2751,0.6822,0.7
19701105,0.0224,-0.2001,-0.1112,0.2544,0.2149,0.177,0.61
19701106,0.0224,0.0936,-0.2866,0.2331,0.132,0.2045,0.28
19701109,0.0224,0.5013,-0.1919,-0.2105,0.1078,-0.0631,-0.29
19701110,0.0224,0.1501,-0.236,-0.2803,-0.0846,0.1346,0.07
19701111,0.0224,0.2681,0.0281,0.4207,-0.2037,-0.2277,0.24
19701112,0.0224,-1.1137,-0.2518,0.3739,0.2683,0.7396,0.96
19701113,0.0224,-0.9544,-0.1044,0.3518,0.457,0.6795,0.7
19701116,0.0224,-0.1639,-0.4364,-0.068,0.5743,0.3216,0.21
19701117,0.0224,0.0468,-0.3551,0.2645,-0.0587,0.1016,0.5
19701118,0.0224,-0.7726,-0.4043,0.4936,0.4369,0.6913,0.97
19701119,0.0224,0.0889,-0.5839,0.0061,0.0981,0.1053,0.18
19701120,0.0224,0.9774,-0.2927,-0.3802,0.0188,-0.2219,-0.27
19701123,0.0224,0.6317,-0.1885,0.3837,0.4967,0.6001,0.43
19701124,0.0224,0.5836,-0.5453,-0.0416,-0.206,0.0624,0.19
19701125,0.0224,0.411,0.1187,-0.1372,0.0625,-0.2384,0.15
19701127,0.0224,0.9804,-0.1796,-0.7797,-0.2705,-0.2754,-0.83
19701130,0.0224,1.6742,0.4981,-1.0302,-1.2551,-1.4695,-1.88
19701201,0.0172,0.2919,0.0895,0.0108,-0.0334,0.0497,0.35
19701202,0.0172,1.2203,-0.1899,-0.7191,-0.1153,-0.7126,-0.74
19701203,0.0172,0.4562,0.3585,0.7567,0.0223,0.2667,0.01
19701204,0.0172,0.5747,-0.0052,0.6314,-0.0551,0.2242,0.02
19701207,0.0172,0.5804,0.1661,-0.1604,0.2416,0.0588,-0.5
19701208,0.0172,-0.5149,0.0334,-0.1284,0.0464,0.3007,0.35
19701209,0.0172,0.0105,-0.3343,-0.0387,0.0792,-0.3046,0.05
19701210,0.0172,0.3378,-0.2911,-0.2101,-0.2503,-0.0031,0.02
19701211,0.0172,0.3774,0.2859,-0.0384,0.1157,0.1959,0.05
19701214,0.0172,-0.5679,-0.2539,0.4277,0.3142,0.7694,0.99
19701215,0.0172,-0.1731,-0.0592,0.0106,0.2559,0.1729,0.42
19701216,0.0172,0.1184,-0.0807,0.0226,-0.0826,-0.0496,0.08
19701217,0.0172,0.3107,0.2196,0.2147,0.1424,0.0602,0.05
19701218,0.0172,0.214,0.1202,-0.353,-0.2552,0.1753,0.01
19701221,0.0172,-0.2876,0.15,-0.1378,0.1834,0.2519,0.38
19701222,0.0172,0.1184,0.2596,-0.0178,-0.0837,-0.0397,0
19701223,0.0172,0.1462,0.4146,0.0953,-0.5391,-0.3862,-0.75
19701224,0.0172,0.6898,0.7853,-0.3181,-0.7658,-0.82,-1.49
19701228,0.0172,0.5302,0.245,-0.0484,-0.2626,0.0275,-0.55
19701229,0.0172,1.1117,0.4478,0.098,-0.4033,-0.5479,-1.2
19701230,0.0172,0.1784,-0.0113,0.0077,0.2524,0.0953,0.05
19701231,0.0172,-0.0936,0.2372,0.1157,0.1755,-0.1449,0.08
19710104,0.0189,-0.9861,0.8591,0.5074,-0.1209,0.0457,-0.02
19710105,0.0189,0.817,0.5578,-0.6021,-0.7711,-0.5852,-1.42
19710106,0.0189,0.7437,0.782,-0.0163,-0.8684,-0.2714,-0.93
19710107,0.0189,0.045,0.3394,0.6816,-0.0016,0.5528,0.62
19710108,0.0189,-0.131,0.0434,0.0275,-0.127,0.1114,0.43
19710111,0.0189,-0.1061,0.4553,-0.0206,-0.3229,-0.2842,-0.7
19710112,0.0189,0.9798,0.5384,0.1852,-0.7317,-0.477,-1.44
19710113,0.0189,-0.0869,0.4992,-0.1192,0.1124,-0.263,0.01
19710114,0.0189,0.2949,-0.0414,-0.1013,-0.5016,-0.4383,-0.18
19710115,0.0189,0.2833,0.269,0.0532,-0.2463,-0.2117,0.09
19710118,0.0189,0.3448,0.185,-0.3154,-0.5037,0.2072,-0.12
19710119,0.0189,0.2896,0.1569,0.2892,0.5081,0.2447,0.41
19710120,0.0189,0.0791,0.2713,0.1349,0.0935,-0.3128,-0.13
19710121,0.0189,0.4696,0.1584,-0.1238,-0.2545,-0.4865,-0.66
19710122,0.0189,0.6686,-0.0489,-0.1885,-0.142,-0.4192,-0.61
19710125,0.0189,0.4662,0.268,-0.4743,-0.1693,-0.1033,-0.8
19710126,0.0189,0.2794,0.2583,-0.5369,0.4324,-0.0349,-0.54
19710127,0.0189,-0.74,-0.0158,-0.2359,-0.2311,-0.1561,0.07
19710128,0.0189,0.3749,0.4702,0.1052,-0.3847,-0.256,-0.38
19710129,0.0189,0.6609,0.3224,0.434,0.358,0.2182,-0.36
19710201,0.0176,0.6736,0.626,0.1011,0.0402,-0.1376,-0.9
19710202,0.0176,0.0647,0.0438,-0.2188,-0.4329,-0.3346,-0.26
19710203,0.0176,0.2959,0.7818,-0.5145,-0.2208,-0.1739,-0.76
19710204,0.0176,0.1283,0.0811,-0.0252,0.237,0.0625,-0.12
19710205,0.0176,0.4517,0.2135,-0.1166,0.1527,-0.0459,0.03
19710208,0.0176,0.5974,0.758,-0.1318,-0.0524,-0.5775,-0.68
19710209,0.0176,-0.0381,-0.1868,0.3253,0.2563,0.3439,0.65
19710210,0.0176,-0.1065,-0.3786,0.004,0.0475,-0.0169,0.27
19710211,0.0176,0.5157,0.3424,-0.0333,-0.2553,-0.0451,-0.07
19710212,0.0176,0.5914,0.3764,-0.3859,0.0664,-0.1698,-0.1
19710216,0.0176,0.2353,0.1541,0.1582,0.0287,0.1157,-0.26
19710217,0.0176,-0.4761,-0.0926,0.2438,0.0546,-0.2284,0.59
19710218,0.0176,-0.6861,-0.1434,0.5439,0.3959,0.7785,0.84
19710219,0.0176,-0.9293,-0.4692,0.461,0.4692,0.7413,0.9
19710222,0.0176,-1.0573,-0.9672,0.1507,0.6871,0.1772,0.51
19710223,0.0176,0.5054,0.3265,-0.4528,0.0449,-0.2127,-0.44
19710224,0.0176,0.7353,0.4014,-0.4477,-0.2383,-0.4104,-0.31
19710225,0.0176,0.1569,-0.0958,0.8795,0.6537,0.5098,1.04
19710226,0.0176,-0.2501,-0.2707,0.0296,0.389,0.3114,0.21
19710301,0.0127,0.2955,0.1025,-0.5109,-0.0839,-0.19,-0.06
19710302,0.0127,0.0428,0.2589,-0.0099,-0.0012,0.1957,0.38
19710303,0.0127,0.0091,0.274,-0.0531,0.1138,-0.2456,0.33
19710304,0.0127,1.0459,0.2781,-0.2138,0.0484,-0.3524,-0.41
19710305,0.0127,1.0625,0.2987,-0.4522,0.034,0.0416,0.01
19710308,0.0127,0.4734,0.7431,-0.264,0.0321,0.0739,-0.18
19710309,0.0127,0.1363,0.3501,-0.1661,-0.1702,-0.2468,-0.29
19710310,0.0127,-0.1205,0.0716,-0.2871,-0.212,-0.4996,-0.56
19710311,0.0127,-0.0086,-0.2465,0.3876,0.2,0.3334,0.25
19710312,0.0127,0.1543,-0.2822,-0.2673,0.1055,-0.1455,-0.57
19710315,0.0127,1.1358,0.1548,-0.244,-0.124,0.0655,-0.64
19710316,0.0127,0.4675,-0.1192,0.0761,0.281,-0.0193,-0.1
19710317,0.0127,0.0066,-0.0821,-0.175,0.1686,-0.2496,-0.18
19710318,0.0127,0.1101,0.3587,-0.0356,0.1223,-0.1036,-0.04
19710319,0.0127,-0.169,0.1126,0.0179,0.5088,0.1544,0.46
19710322,0.0127,-0.4003,-0.1177,0.2813,0.1618,0.2591,0.28
19710323,0.0127,-0.3331,0.11,0.1866,0.1182,0.0045,0.07
19710324,0.0127,-0.6133,0.0422,0.2671,0.0729,0.1828,0.09
19710325,0.0127,0.0141,0.1112,0.0359,0.0469,0.0521,-0.1
19710326,0.0127,0.3881,0.2664,0.0568,0.0981,0.0894,0.18
19710329,0.0127,0.0803,-0.0925,0.0905,0.2437,0.0692,-0.07
19710330,0.0127,0.2069,-0.1312,-0.2522,0.2578,0.2247,0.05
19710331,0.0127,0.0904,0.1058,-0.33,-0.0802,-0.0244,0.16
19710401,0.0133,0.0592,0.0622,-0.01,0.0859,-0.0264,-0.04
19710402,0.0133,0.2,0.1851,-0.3938,-0.0603,-0.3057,-0.24
19710405,0.0133,0.1735,0.119,0.3603,-0.2096,-0.0701,0.49
19710406,0.0133,0.5927,-0.3504,0.0003,-0.0315,-0.4069,0.36
19710407,0.0133,0.4291,0.1438,0.3484,-0.2094,0.1768,0.31
19710408,0.0133,0.1377,0.0526,0.0592,-0.0358,0.0799,0.13
19710412,0.0133,0.6753,-0.2064,0.1048,-0.1756,0.3314,0.29
19710413,0.0133,0.0386,-0.0255,0.1457,0.3775,0.0836,0.19
19710414,0.0133,0.3534,0.1771,0.3206,-0.3005,-0.0799,-0.21
19710415,0.0133,0.145,-0.1508,0.3012,-0.594,0.0825,0.09
19710416,0.0133,-0.0006,-0.1502,0.0406,-0.0675,0.2225,-0.1
19710419,0.0133,0.4138,-0.1418,0.1663,0.1828,-0.0755,0.09
19710420,0.0133,-0.4924,-0.3433,0.302,0.3311,0.3539,0.33
19710421,0.0133,-0.2738,-0.0595,0.0353,0.0574,-0.183,0.48
19710422,0.0133,0.2852,0.2121,-0.0703,-0.3145,-0.2594,-0.1
19710423,0.0133,0.4977,-0.0963,-0.313,-0.2175,-0.2071,0.44
19710426,0.0133,-0.0021,0.4922,-0.196,-0.2349,-0.225,0.55
19710427,0.0133,0.442,0.1921,-0.3396,-0.1893,-0.3166,-0.19
19710428,0.0133,0.3426,0.0245,0.2566,-0.1871,-0.1206,0.08
19710429,0.0133,-0.255,-0.5877,0.0664,0.1533,0.0509,-0.19
19710430,0.0133,-0.6489,0.1982,0.0601,0.4886,0.0493,0.15
19710503,0.0156,-0.5732,0.0582,-0.0424,-0.1864,-0.1633,-0.2
19710504,0.0156,0.5528,0.0994,-0.3717,-0.552,-0.1149,-0.23
19710505,0.0156,-0.0353,-0.32,-0.0832,-0.2214,-0.2813,0.17
19710506,0.0156,-0.5785,-0.1997,0.5411,0.6625,0.3624,-0.08
19710507,0.0156,-0.3206,-0.2426,0.1277,-0.2392,-0.2186,-0.26
19710510,0.0156,-0.4933,-0.2986,0.0218,0.1829,0.4717,-0.03
19710511,0.0156,0.2886,-0.0277,0.1796,-0.2026,-0.1002,0.35
19710512,0.0156,0.2327,-0.101,0.195,0.2011,0.0478,0.31
19710513,0.0156,-0.1955,0.0962,0.2936,0.2673,0.035,0.41
19710514,0.0156,-0.4215,0.1717,0.2008,0.2372,0.0627,0.04
19710517,0.0156,-1.5221,-0.2037,0.2052,0.6834,0.3094,-0.79
19710518,0.0156,0.05,-0.1674,0.089,-0.0161,0.0685,-0.05
19710519,0.0156,0.2271,-0.2942,0.0642,-0.1437,0.1533,0.41
19710520,0.0156,0.2504,0.0204,-0.3173,-0.0545,-0.0819,0.44
19710521,0.0156,-0.3524,-0.0059,0.1314,0.4717,0.2047,0.19
19710524,0.0156,-0.8334,0.013,0.1514,0.5784,0.1224,-0.18
19710525,0.0156,-0.6459,-0.1221,0.0806,0.1157,0.0335,0.16
19710526,0.0156,0.1468,-0.0216,-0.2435,-0.3522,-0.0698,0.12
19710527,0.0156,-0.1065,-0.0971,-0.0048,0.1229,0.1201,0.31
19710528,0.0156,0.2771,0.1445,-0.3168,-0.1368,-0.0468,0.25
19710601,0.0159,0.611,-0.2104,-0.329,-0.5814,0.0232,0.42
19710602,0.0159,0.8401,0.1263,-0.2689,-0.0091,-0.1812,1
19710603,0.0159,0.1849,0.4381,-0.1354,0.6037,-0.0193,0.55
19710604,0.0159,0.2524,0.1881,-0.1406,0.0695,0.227,0.27
19710607,0.0159,-0.1547,0.0719,0.1452,0.4241,0.1555,0.28
19710608,0.0159,-0.7917,0.0736,0.3991,0.3267,0.1098,-0.26
19710609,0.0159,-0.0725,-0.0821,0.2152,0.4404,0.1704,0.26
19710610,0.0159,0.2865,-0.0535,0.1508,0.3094,0.0771,0.05
19710611,0.0159,0.3372,-0.1833,-0.129,0.0984,0.1083,-0.21
19710614,0.0159,-0.806,0.0455,-0.0677,1.0044,0.3594,-0.06
19710615,0.0159,0.0247,-0.4601,0.0295,0.025,-0.1257,0.04
19710616,0.0159,0.1641,-0.1487,-0.0699,0.2987,0.191,0.51
19710617,0.0159,-0.0329,-0.326,-0.0173,0.3913,0.2231,-0.06
19710618,0.0159,-1.5372,-0.4896,0.351,0.8288,0.3996,-0.83
19710621,0.0159,-1.2087,-0.3779,0.1795,0.3173,0.0964,-0.84
19710622,0.0159,-0.2987,-0.2135,-0.3162,-0.1705,0.215,-0.41
19710623,0.0159,0.8585,0.2112,-0.5412,-0.4055,-0.2168,0.48
19710624,0.0159,-0.1764,0.1142,0.0023,0.21,-0.0482,0.11
19710625,0.0159,-0.2033,0.2259,0.4022,0.4594,0.1469,-0.09
19710628,0.0159,-0.2594,0.0522,-0.3509,0.4038,0.5199,0.2
19710629,0.0159,1.1122,0.1187,-0.1465,-0.5651,-0.1888,0.57
19710630,0.0159,0.918,0.1001,0.037,-0.027,0.1381,0.29
19710701,0.0203,0.1012,0.2826,0.179,0.3513,-0.0095,-0.11
19710702,0.0203,0.0399,0.2458,-0.0858,-0.0886,-0.1182,0.01
19710706,0.0203,0.0604,0.2857,-0.2113,-0.2369,-0.1374,0.01
19710707,0.0203,0.3534,0.2326,0.175,-0.1057,-0.1418,0.58
19710708,0.0203,0.33,-0.0653,0.1946,0.3454,0.14,0.27
19710709,0.0203,0.3392,0.0937,-0.098,0.4553,0.3837,0.25
19710712,0.0203,0.1053,-0.0301,0.2325,0.4911,0.0733,-0.07
19710713,0.0203,-1.289,0.132,0.2886,0.3922,-0.0309,-0.39
19710714,0.0203,-0.1713,0.0551,0.0657,-0.3271,-0.1902,0.15
19710715,0.0203,0.0295,0.1766,-0.0127,0.158,0.0467,0.24
19710716,0.0203,-0.2086,0.1562,0.1411,0.0095,-0.1697,-0.19
19710719,0.0203,-0.2399,-0.0423,0.0416,0.0245,-0.1006,-0.21
19710720,0.0203,0.3708,-0.2238,0.1267,-0.0332,0.0232,0.43
19710721,0.0203,-0.0848,0.0124,-0.0367,0.0611,0.1308,-0.03
19710722,0.0203,-0.2488,-0.2489,0.1578,0.0916,-0.0091,-0.06
19710723,0.0203,-0.1754,-0.0328,0.5356,0.1865,0.3447,-0.08
19710726,0.0203,-0.3379,0.0503,0.2977,0.1148,0.0493,-0.51
19710727,0.0203,-0.9855,-0.1717,0.3267,0.3515,0.106,-0.57
19710728,0.0203,-0.8382,0.0365,-0.1169,-0.0348,0.1952,-0.53
19710729,0.0203,-1.2631,-0.5826,0.0067,-0.0394,0.22,-0.47
19710730,0.0203,-0.4676,-0.1221,0.3296,0.4065,-0.1385,-0.38
19710802,0.0202,0.4943,0.0608,0.2653,-0.9387,-0.2675,-0.41
19710803,0.0202,-1.6415,-0.2549,0.0345,0.5228,-0.1808,-1.38
19710804,0.0202,-0.5848,-0.0372,0.2312,0.1363,0.0037,-0.11
19710805,0.0202,0.2415,-0.1199,0.103,-0.088,-0.1845,0.44
19710806,0.0202,0.2613,-0.1342,0.1636,0.2057,0.2429,0.39
19710809,0.0202,-0.7702,-0.0717,-0.0246,0.0188,0.295,-0.31
19710810,0.0202,0.0001,-0.3315,-0.1768,0.0106,0.0695,0.07
19710811,0.0202,1.2174,-0.411,-0.4202,-0.3678,-0.1034,1.43
19710812,0.0202,1.4143,-0.2494,-0.1154,-0.1319,0.2784,1.13
19710813,0.0202,-0.3006,0.0524,0.2642,-0.1088,-0.254,0.07
19710816,0.0202,3.6187,-0.1651,0.3198,-2.1891,-1.023,1.47
19710817,0.0202,0.6592,0.1234,0.2225,-0.1839,0.6275,0.92
19710818,0.0202,-1.3435,0.4895,0.027,0.3782,-0.117,0.25
19710819,0.0202,-0.4695,-0.2373,0.1245,0.1338,-0.0071,0.18
19710820,0.0202,0.1721,-0.0738,-0.0438,0.0039,0.253,0.13
19710823,0.0202,0.8934,-0.6371,0.1251,-0.1903,0.347,0.03
19710824,0.0202,0.925,-0.2449,-0.224,-0.8617,-0.3126,-0.1
19710825,0.0202,0.0931,0.0526,-0.0819,-0.2418,0.045,0.23
19710826,0.0202,-0.1196,-0.1299,0.0413,0.0213,0.0244,0.05
19710827,0.0202,0.2333,0.0189,-0.0946,-0.3723,-0.2648,0.11
19710830,0.0202,-0.9226,0.588,0.0674,0.1128,0.1069,-0.4
19710831,0.0202,-0.4907,0.0309,-0.0461,0.2335,-0.0028,0.04
19710901,0.0173,0.0363,-0.0445,0.3309,-0.0207,0.0739,-0.01
19710902,0.0173,0.2484,-0.1623,-0.3958,-0.2974,-0.0903,0.05
19710903,0.0173,1.3871,-0.1025,0.118,-0.4983,0.0265,-0.4
19710907,0.0173,0.4914,0.3382,-0.1206,-0.2687,0.1004,0.17
19710908,0.0173,0.2052,0.1203,0.0891,0.5005,0.3918,0.11
19710909,0.0173,-0.4842,0.1958,0.0004,0.0241,0.0113,0.45
19710910,0.0173,-0.3528,0.2002,-0.0386,0.162,0.0423,0.16
19710913,0.0173,-0.3563,-0.0853,0.2721,0.3588,-0.0694,-0.09
19710914,0.0173,-0.7639,0.1792,-0.2125,0.359,0.0318,0.05
19710915,0.0173,0.3639,-0.1564,0.1804,0.3296,0.2906,0.12
19710916,0.0173,-0.1841,0.1888,0.5712,0.7824,0.3226,0.35
19710917,0.0173,0.3011,-0.4961,-0.0784,-0.366,-0.266,-0.08
19710920,0.0173,-0.3223,-0.0646,-0.043,0.3223,-0.0517,0.29
19710921,0.0173,-0.3166,0.2297,0.0173,0.2805,0.064,-0.02
