date,Mom   
19900629,-0.19
19900702,0.78
19900703,0.57
19900705,0.22
19900706,0.18
19900709,0.34
19900710,0.43
19900711,0.62
19900712,0.79
19900713,0.34
19900716,0.18
19900717,-0.12
19900718,-0.17
19900719,0.21
19900720,0.1
19900723,-0.49
19900724,0.22
19900725,0.22
19900726,0.25
19900727,0.21
19900730,0.39
19900731,0.58
19900801,0.29
19900802,-0.15
19900803,-0.44
19900806,-0.32
19900807,0.16
19900808,0.42
19900809,0.63
19900810,-0.08
19900813,0.68
19900814,0.25
19900815,0.31
19900816,0.02
19900817,-0.11
19900820,0.03
19900821,-0.55
19900822,-0.14
19900823,-0.24
19900824,0.62
19900827,0.79
19900828,0.57
19900829,0.13
19900830,-0.25
19900831,-0.18
19900904,0.31
19900905,0.4
19900906,0.33
19900907,0.23
19900910,-0.12
19900911,0.32
19900912,0.57
19900913,0.25
19900914,0.53
19900917,0.67
19900918,0.5
19900919,0.26
19900920,0.72
19900921,0.62
19900924,1.55
19900925,-0.12
19900926,0.58
19900927,0.77
19900928,-0.48
19901001,-0.36
19901002,-0.08
19901003,0.38
19901004,0.14
19901005,0.09
19901008,0.34
19901009,0.59
19901010,0.42
19901011,0.4
19901012,-0.05
19901015,0.27
19901016,0.59
19901017,1
19901018,0.12
19901019,0.41
19901022,-0.23
19901023,-0.32
19901024,-0.02
19901025,0.38
19901026,1.38
19901029,0.83
19901030,0.49
19901031,0.21
19901101,-0.3
19901102,-0.94
19901105,-0.59
19901106,0.16
19901107,-0.13
19901108,-0.03
19901109,-0.54
19901112,-2.06
19901113,-0.74
19901114,-1.25
19901115,0.17
19901116,0.06
19901119,0.32
19901120,0.92
19901121,0.56
19901123,0.01
19901126,-0.51
19901127,-0.38
19901128,-0.24
19901129,0.01
19901130,0.08
19901203,-0.3
19901204,-0.54
19901205,-2.73
19901206,-0.42
19901207,0.73
19901210,0.17
19901211,0.56
19901212,-0.37
19901213,0.07
19901214,0.64
19901217,0.38
19901218,-0.35
19901219,-0.07
19901220,-0.02
19901221,0.33
19901224,0.39
19901226,0.24
19901227,0.87
19901228,0.15
19901231,-0.07
19910102,-1.42
19910103,-1.06
19910104,-0.73
19910107,0.26
19910108,0.44
19910109,0.89
19910110,0.51
19910111,0.28
19910114,0.36
19910115,0.34
19910116,0.02
19910117,0.44
19910118,0.05
19910121,-0.38
19910122,-0.68
19910123,-0.2
19910124,-0.85
19910125,-0.72
19910128,-0.31
19910129,-0.39
19910130,-0.72
19910131,-0.71
19910201,-1.31
19910204,-2.04
19910205,-0.29
19910206,-0.26
19910207,0.12
19910208,-0.05
19910211,-0.89
19910212,0
19910213,-0.34
19910214,0.15
19910215,-0.13
19910219,0.89
19910220,0.53
19910221,0.17
19910222,0.57
19910225,-0.08
19910226,0.16
19910227,-0.33
19910228,-0.99
19910301,-0.7
19910304,-0.25
19910305,-0.06
19910306,-0.17
19910307,0.44
19910308,0.03
19910311,-0.48
19910312,0.02
19910313,0.29
19910314,0.16
19910315,0.34
19910318,0.3
19910319,0.18
19910320,1.23
19910321,0.46
19910322,0.38
19910325,0.38
19910326,0.26
19910327,0.16
19910328,0.28
19910401,-0.03
19910402,0.55
19910403,-0.06
19910404,0.27
19910405,0.16
19910408,-0.14
19910409,-0.11
19910410,0.23
19910411,0.36
19910412,0.19
19910415,-0.16
19910416,0.24
19910417,-0.54
19910418,-1.22
19910419,-0.88
19910422,0.11
19910423,-0.11
19910424,-0.42
19910425,-0.18
19910426,-0.16
19910429,0.03
19910430,-0.41
19910501,0.51
19910502,0.37
19910503,0
19910506,0.1
19910507,0.26
19910508,-0.32
19910509,0.25
19910510,-0.17
19910513,-0.13
19910514,-0.05
19910515,-0.66
19910516,0.46
19910517,0
19910520,0.18
19910521,0.65
19910522,0.47
19910523,0.16
19910524,-0.23
19910528,-0.4
19910529,-0.22
19910530,-0.61
19910531,-1.08
19910603,-0.55
19910604,-0.41
19910605,0.02
19910606,-0.1
19910607,-0.22
19910610,-0.01
19910611,0.11
19910612,0.27
19910613,-0.03
19910614,-0.02
19910617,0.21
19910618,-0.2
19910619,0.15
19910620,0.27
19910621,0.02
19910624,0.03
19910625,-0.18
19910626,0.18
19910627,0.26
19910628,-0.18
19910701,0.7
19910702,0.26
19910703,0.11
19910705,0.1
19910708,0.39
19910709,0.41
19910710,0.27
19910711,0.33
19910712,0.42
19910715,0.34
19910716,0.02
19910717,-0.36
19910718,-0.15
19910719,-0.1
19910722,-0.04
19910723,-0.17
19910724,0.22
19910725,0.19
19910726,0.13
19910729,0.29
19910730,0.29
19910731,0.15
19910801,0
19910802,0.33
19910805,0.24
19910806,0.12
19910807,0.29
19910808,0.23
19910809,0.19
19910812,0.2
19910813,0.39
19910814,0.32
19910815,-0.37
19910816,-0.12
19910819,-0.85
19910820,0.27
19910821,1.32
19910822,0.23
19910823,-0.17
19910826,-0.03
19910827,-0.12
19910828,0.37
19910829,0
19910830,-0.25
19910903,-0.22
19910904,-0.25
19910905,-0.2
19910906,0.2
19910909,-0.09
19910910,-0.02
19910911,0.08
19910912,0.72
19910913,0.01
19910916,-0.07
19910917,0.29
19910918,0.21
19910919,0.59
19910920,0.69
19910923,-0.25
19910924,-0.05
19910925,0.2
19910926,-0.33
19910927,-0.02
19910930,0.06
19911001,0.46
19911002,-0.04
19911003,-0.32
19911004,-0.06
19911007,-0.18
19911008,0.28
19911009,-0.29
19911010,-0.16
19911011,0.16
19911014,0.29
19911015,0.91
19911016,0.97
19911017,-0.14
19911018,0.25
19911021,-0.15
19911022,-0.12
19911023,0.07
19911024,-0.4
19911025,-0.69
19911028,0.69
19911029,0.25
19911030,0.58
19911031,0.37
19911101,-0.08
19911104,-0.01
19911105,0.29
19911106,0.2
19911107,0.48
19911108,0.24
19911111,0.43
19911112,0.84
19911113,0.11
19911114,0.08
19911115,-1.85
19911118,0.28
19911119,-0.87
19911120,0.74
19911121,0.37
19911122,0.24
19911125,-0.07
19911126,-0.05
19911127,0.38
19911129,0.15
19911202,0.95
19911203,0.8
19911204,0.6
19911205,0.36
19911206,0.42
19911209,0.63
19911210,0.02
19911211,-0.29
19911212,0.15
19911213,0.43
19911216,0.61
19911217,0.19
19911218,-0.21
19911219,-0.18
19911220,-0.13
19911223,0.22
19911224,0.1
19911226,0.78
19911227,0.46
19911230,0.89
19911231,-0.69
19920102,-1.2
19920103,0.07
19920106,0.1
19920107,0.51
19920108,0.54
19920109,0.9
19920110,-0.21
19920113,0.02
19920114,-0.36
19920115,-0.86
19920116,-2.14
19920117,-0.79
19920120,-0.75
19920121,-0.51
19920122,0.95
19920123,0.65
19920124,0.17
19920127,-0.68
19920128,-0.12
19920129,0.24
19920130,0.48
19920131,0.53
19920203,-0.03
19920204,0.35
19920205,0.58
19920206,-0.16
19920207,-0.35
19920210,-0.82
19920211,-0.48
19920212,-0.01
19920213,-0.11
19920214,-0.52
19920218,-0.61
19920219,-0.28
19920220,0.54
19920221,-0.05
19920224,-0.29
19920225,-0.02
19920226,1.08
19920227,0.13
19920228,0.13
19920302,0.1
19920303,-0.57
19920304,-0.19
19920305,-0.25
19920306,-0.68
19920309,-0.06
19920310,0.68
19920311,-0.25
19920312,-0.14
19920313,0.16
19920316,0.24
19920317,0.83
19920318,0.24
19920319,0.21
19920320,-0.01
19920323,-0.13
19920324,0.26
19920325,0.24
19920326,-0.24
19920327,-0.4
19920330,-0.15
19920331,0.02
19920401,0.39
19920402,-0.08
19920403,-0.58
19920406,-0.39
19920407,-0.61
19920408,-0.63
19920409,1.47
19920410,0.29
19920413,0.29
19920414,0.41
19920415,0.17
19920416,-0.83
19920420,-0.92
19920421,-0.08
19920422,0.44
19920423,-0.5
19920424,-0.66
19920427,-0.54
19920428,-0.84
19920429,1.07
19920430,-0.17
19920501,0.28
19920504,0.07
19920505,0.12
19920506,-0.09
19920507,-0.4
19920508,-0.16
19920511,-0.01
19920512,0.28
19920513,0.03
19920514,-0.42
19920515,-0.18
19920518,0.29
19920519,0
19920520,0.13
19920521,-0.06
19920522,-0.17
19920526,-1.13
19920527,0.28
19920528,0.37
19920529,0.51
19920601,0.18
19920602,0.18
19920603,-0.23
19920604,-0.12
19920605,-0.21
19920608,-0.49
19920609,-0.45
19920610,-0.66
19920611,-0.16
19920612,0.61
19920615,-0.23
19920616,-0.1
19920617,-0.35
19920618,-0.35
19920619,0.28
19920622,0.22
19920623,0.1
19920624,-0.18
19920625,0.11
19920626,0.38
19920629,0.51
19920630,0.47
19920701,0.48
19920702,0.45
19920706,-0.34
19920707,0.28
19920708,-0.06
19920709,0.33
19920710,0.41
19920713,-0.04
19920714,-0.25
19920715,-0.13
19920716,-0.39
19920717,0.03
19920720,0.17
19920721,0.16
19920722,-0.11
19920723,-0.2
19920724,-0.35
19920727,0.09
19920728,0.42
19920729,0.04
19920730,-0.26
19920731,0.09
19920803,-0.01
19920804,-0.02
19920805,0.13
19920806,-0.09
19920807,-0.1
19920810,0.04
19920811,0.18
19920812,0.02
19920813,-0.29
19920814,0.01
19920817,0.17
19920818,-0.06
19920819,0.05
19920820,0.22
19920821,0.13
19920824,-0.27
19920825,-0.37
19920826,0.25
19920827,0.18
19920828,-0.18
19920831,-0.13
19920901,-0.09
19920902,-0.37
19920903,0.07
19920904,0.31
19920908,-0.25
19920909,-0.13
19920910,0.06
19920911,-0.11
19920914,0.23
19920915,0.46
19920916,0.36
19920917,0.29
19920918,0.15
19920921,0.29
19920922,-0.11
19920923,0.12
19920924,0.01
19920925,0.1
19920928,0.28
19920929,0.25
19920930,0.3
19921001,0.56
19921002,0.44
19921005,0.03
19921006,-0.04
19921007,0.19
19921008,0.02
19921009,0.31
19921012,0.03
19921013,0.09
19921014,0.2
19921015,0.63
19921016,0.27
19921019,0.18
19921020,0.2
19921021,0.22
19921022,-0.36
19921023,-0.21
19921026,0.14
19921027,0.14
19921028,-0.32
19921029,0.04
19921030,-0.7
19921102,-0.23
19921103,-0.05
19921104,0.21
19921105,-0.03
19921106,-0.2
19921109,-0.05
19921110,-0.04
19921111,-0.47
19921112,-0.22
19921113,-0.1
19921116,0
19921117,0.26
19921118,-0.17
19921119,0.37
19921120,0.24
19921123,0.04
19921124,0.35
19921125,0.35
19921127,-0.12
19921130,0.05
19921201,-0.18
19921202,-0.16
19921203,-0.08
19921204,0.31
19921207,0.19
19921208,0.05
19921209,0.03
19921210,0.17
19921211,-0.28
19921214,0.13
19921215,0.53
19921216,0.35
19921217,0.22
19921218,0.01
19921221,0.6
19921222,0.56
19921223,1.08
19921224,0
19921228,0.55
19921229,0.37
19921230,-0.01
19921231,-0.31
19930104,-0.37
19930105,0.48
19930106,0.83
19930107,0.28
19930108,-0.45
19930111,-0.12
19930112,0.23
19930113,0.65
19930114,0.34
19930115,0.42
19930118,0.69
19930119,0.58
19930120,-0.13
19930121,0.23
19930122,-0.24
19930125,0.21
19930126,0.79
19930127,0.24
19930128,-0.19
19930129,-0.04
19930201,0.72
19930202,0.6
19930203,0.08
19930204,0.43
19930205,-0.21
19930208,-0.02
19930209,-0.41
19930210,-0.04
19930211,-0.12
19930212,-0.07
19930216,0.06
19930217,-0.35
19930218,0.87
19930219,1.38
19930222,0.89
19930223,-0.82
19930224,-0.02
19930225,0.26
19930226,0.09
19930301,-0.04
19930302,0.24
19930303,0.59
19930304,0.25
19930305,0.05
19930308,0.26
19930309,0.43
19930310,-0.49
19930311,0.12
19930312,-0.1
19930315,0.27
19930316,0.98
19930317,0.49
19930318,0.21
19930319,0.4
19930322,0.29
19930323,-0.43
19930324,1.19
19930325,0.19
19930326,0.47
19930329,-0.1
19930330,-0.9
19930331,-0.07
19930401,0.19
19930402,0.99
19930405,-0.01
19930406,0.57
19930407,0.76
19930408,1.38
19930412,0.05
19930413,0.58
19930414,-0.01
19930415,0
19930416,-0.48
19930419,-0.87
19930420,-1.3
19930421,-0.38
19930422,0.26
19930423,-0.56
19930426,-1.05
19930427,-0.52
19930428,0.31
19930429,0.37
19930430,0.16
19930503,-0.21
19930504,0.34
19930505,-0.2
19930506,0.03
19930507,-0.49
19930510,-0.16
19930511,-0.03
19930512,-0.03
19930513,-0.3
19930514,-0.83
19930517,-0.23
19930518,0.11
19930519,0.21
19930520,0.09
19930521,0.01
19930524,0.01
19930525,0.09
19930526,0.28
19930527,0.43
19930528,-0.22
19930601,0.39
19930602,0.13
19930603,0.2
19930604,-0.08
19930607,-0.24
19930608,-0.21
19930609,0.4
19930610,-0.24
19930611,0.04
19930614,0.25
19930615,0.51
19930616,-0.24
19930617,0.05
19930618,0.47
19930621,0.24
19930622,0.77
19930623,0.07
19930624,0.08
19930625,0.32
19930628,0.7
19930629,0.21
19930630,0.32
19930701,0.15
19930702,-0.05
19930706,0.12
19930707,-0.34
19930708,0.05
19930709,0.37
19930712,0.08
19930713,0.13
19930714,0.14
19930715,0.42
19930716,0.2
19930719,0.2
19930720,0.33
19930721,0.12
19930722,0.01
19930723,-0.06
19930726,0.56
19930727,0.02
19930728,0.3
19930729,0.26
19930730,0.11
19930802,0.58
19930803,0.33
19930804,0.58
19930805,0.4
19930806,0.17
19930809,0.69
19930810,0.35
19930811,0.16
19930812,0.25
19930813,-0.13
19930816,-0.04
19930817,-0.51
19930818,-1.2
19930819,-0.52
19930820,0.01
19930823,0.37
19930824,0.29
19930825,0.34
19930826,-0.22
19930827,-0.01
19930830,0.23
19930831,-0.04
19930901,0.45
19930902,-0.09
19930903,-0.02
19930907,-0.11
19930908,-0.28
19930909,0.66
19930910,0.18
19930913,0.13
19930914,-0.5
19930915,0.34
19930916,0.25
19930917,0.26
19930920,0.53
19930921,-0.41
19930922,0.83
19930923,0.21
19930924,0.31
19930927,0.27
19930928,0.6
19930929,0.1
19930930,-0.4
19931001,0.3
19931004,0.31
19931005,-0.44
19931006,-0.1
19931007,-0.31
19931008,-0.11
19931011,-0.22
19931012,0.53
19931013,0.31
19931014,-0.14
19931015,-0.8
19931018,-0.77
19931019,-0.59
19931020,-0.13
19931021,-0.08
19931022,0.24
19931025,-0.71
19931026,-0.18
19931027,0.72
19931028,-0.15
19931029,-0.04
19931101,0.13
19931102,-0.23
19931103,-1.14
19931104,-0.91
19931105,0.02
19931108,0.09
19931109,-0.01
19931110,-0.2
19931111,-0.31
19931112,-0.67
19931115,-0.53
19931116,-0.62
19931117,0.08
19931118,-0.41
19931119,-0.44
19931122,-0.96
19931123,0.53
19931124,0.52
19931126,-0.13
19931129,-0.02
19931130,-0.16
19931201,0.69
19931202,0.31
19931203,0.17
19931206,-0.17
19931207,-0.08
19931208,-0.11
19931209,0.26
19931210,0.17
19931213,0.03
19931214,-0.36
19931215,-0.22
19931216,0.06
19931217,0.14
19931220,0.26
19931221,-0.07
19931222,0.14
19931223,-0.06
19931227,0.08
19931228,0.01
19931229,0.18
19931230,0.29
19931231,0.22
19940103,-1.2
19940104,-0.41
19940105,-0.21
19940106,0.25
19940107,0
19940110,0.15
19940111,0.17
19940112,0.21
19940113,0.19
19940114,0.22
19940117,0.1
19940118,0.18
19940119,0.14
19940120,-0.31
19940121,0.13
19940124,0.07
19940125,-0.37
19940126,-0.21
19940127,0.27
19940128,0.03
19940131,0.28
19940201,-0.06
19940202,0.15
19940203,-0.03
19940204,-0.45
19940207,-0.05
19940208,0.7
19940209,0.3
19940210,-0.1
19940211,-0.25
19940214,0.22
19940215,0.37
19940216,0.22
19940217,-0.27
19940218,-0.07
19940222,-0.09
19940223,-0.09
19940224,-0.37
19940225,-0.23
19940228,0.35
19940301,-0.09
19940302,-0.04
19940303,0.2
19940304,0.51
19940307,0.24
19940308,-0.07
19940309,0
19940310,0.08
19940311,0.09
19940314,0.18
19940315,-0.11
19940316,-0.16
19940317,0.32
19940318,-0.09
19940321,-0.09
19940322,-0.05
19940323,0.37
19940324,-0.73
19940325,-0.66
19940328,-0.68
19940329,-0.85
19940330,-0.31
19940331,0.26
19940404,0.07
19940405,1.47
19940406,0.47
19940407,0.29
19940408,-0.46
19940411,-0.37
19940412,-0.68
19940413,-0.91
19940414,-0.28
19940415,0
19940418,-0.43
19940419,-1.04
19940420,-1.74
19940421,0.8
19940422,0.83
19940425,0.61
19940426,0.41
19940428,0.18
19940429,0.41
19940502,-0.16
19940503,0
19940504,-0.02
19940505,-0.18
19940506,-0.32
19940509,-0.4
19940510,-0.31
19940511,0
19940512,-0.02
19940513,-0.43
19940516,-0.34
19940517,-0.32
19940518,0.28
19940519,0.22
19940520,0.01
19940523,-0.12
19940524,-0.2
19940525,-0.11
19940526,0.1
19940527,0.07
19940531,0.22
19940601,0.13
19940602,-0.01
19940603,-0.31
19940606,0.01
19940607,-0.09
19940608,-0.2
19940609,-0.61
19940610,0.54
19940613,0.3
19940614,0.14
19940615,0.25
19940616,-0.03
19940617,-0.1
19940620,-0.41
19940621,-0.18
19940622,0.13
19940623,-0.31
19940624,0.17
19940627,0.26
19940628,0.02
19940629,-0.05
19940630,-0.44
19940701,-0.02
19940705,0.09
19940706,0.04
19940707,0
19940708,0.24
19940711,-0.08
19940712,0.16
19940713,0.29
19940714,-0.1
19940715,-0.34
19940718,0.14
19940719,-0.18
19940720,-0.43
19940721,-0.01
19940722,0.09
19940725,0.07
19940726,-0.09
19940727,-0.06
19940728,0.23
19940729,-0.03
19940801,-0.19
19940802,0.24
19940803,0
19940804,-0.35
19940805,0.09
19940808,0.03
19940809,0.37
19940810,0.42
19940811,0.27
19940812,-0.09
19940815,0.04
19940816,-0.02
19940817,-0.02
19940818,0.12
19940819,-0.06
19940822,0.21
19940823,-0.27
19940824,0.01
19940825,0.02
19940826,0.02
19940829,0.06
19940830,0.07
19940831,0.04
19940901,0.05
19940902,0.03
19940906,0.02
19940907,0.11
19940908,-0.02
19940909,0.08
19940912,0.1
19940913,0.21
19940914,0.14
19940915,0.04
19940916,0.33
19940919,0.07
19940920,-0.01
19940921,-0.17
19940922,0.04
19940923,0.1
19940926,0.07
19940927,0.08
19940928,0.05
19940929,0.04
19940930,-0.03
19941003,0.07
19941004,-0.08
19941005,0.05
19941006,-0.12
19941007,0.21
19941010,0.1
19941011,0.2
19941012,0.27
19941013,0.07
19941014,-0.15
19941017,0.4
19941018,0.1
19941019,0.18
19941020,0.35
19941021,0.06
19941024,0.27
19941025,-0.26
19941026,0.28
19941027,0.14
19941028,-0.38
19941031,0.03
19941101,-0.3
19941102,-0.14
19941103,-0.37
19941104,-0.14
19941107,0.06
19941108,0.33
19941109,0.47
19941110,0.01
19941111,-0.21
19941114,0.09
19941115,0.4
19941116,0.39
19941117,0.15
19941118,-0.04
19941121,-0.27
19941122,-0.41
19941123,-0.79
19941125,-0.05
19941128,0.28
19941129,0.19
19941130,0.17
19941201,0.23
19941202,-0.03
19941205,-0.02
19941206,0.37
19941207,0.02
19941208,0.01
19941209,0.19
19941212,0.48
19941213,0.04
19941214,0.09
19941215,0.17
19941216,0.08
19941219,0.03
19941220,0.31
19941221,0.34
19941222,-0.31
19941223,-0.02
19941227,0.4
19941228,0.5
19941229,-0.01
19941230,-0.44
19950103,-1.17
19950104,-0.56
19950105,-0.39
19950106,0
19950109,-0.3
19950110,0.59
19950111,0.07
19950112,0.1
19950113,-0.03
19950116,-0.01
19950117,0.18
19950118,0.09
19950119,0.09
19950120,0.44
19950123,0.02
19950124,0.19
19950125,-0.39
19950126,0.13
19950127,-0.03
19950130,-0.19
19950131,0.23
19950201,-0.34
19950202,0.01
19950203,0.04
19950206,-0.05
19950207,-0.01
19950208,0.12
19950209,-0.16
19950210,-0.16
19950213,-0.1
19950214,0.12
19950215,-0.12
19950216,0.37
19950217,-0.09
19950221,-0.07
19950222,-0.14
19950223,0.16
19950224,0.09
19950227,0.4
19950228,-0.27
19950301,0.31
19950302,0.14
19950303,0.24
19950306,0.56
19950307,-0.11
19950308,0.02
19950309,0.12
19950310,-0.19
19950313,0.07
19950314,0.44
19950315,-0.12
19950316,0.03
19950317,0.32
19950320,0.4
19950321,0.21
19950322,-0.06
19950323,-0.03
19950324,-0.02
19950327,0.01
19950328,-0.11
19950329,-0.97
19950330,-1.26
19950331,-0.02
19950403,-0.1
19950404,0.61
19950405,-0.23
19950406,0.01
19950407,-0.03
19950410,0.58
19950411,0.11
19950412,-0.3
19950413,0.42
19950417,-0.04
19950418,-0.04
19950419,-0.51
19950420,-0.21
19950421,0.31
19950424,0.53
19950425,0.07
19950426,0.29
19950427,0.06
19950428,-0.25
19950501,0.27
19950502,0.07
19950503,0.65
19950504,0.4
19950505,-0.4
19950508,-0.15
19950509,-0.14
19950510,-0.64
19950511,-0.05
19950512,-0.59
19950515,-0.01
19950516,0.14
19950517,0.33
19950518,0.03
19950519,-0.04
19950522,0.36
19950523,0.42
19950524,-0.05
19950525,0.25
19950526,-0.49
19950530,-0.7
19950531,0.01
19950601,0.26
19950602,-0.16
19950605,-0.25
19950606,-0.02
19950607,-0.13
19950608,0.12
19950609,0
19950612,0.04
19950613,0.18
19950614,0.15
19950615,0.35
19950616,0.26
19950619,0.98
19950620,0.47
19950621,0.08
19950622,0.43
19950623,0.12
19950626,-0.15
19950627,-0.55
19950628,-0.08
19950629,0.46
19950630,-0.18
19950703,-0.04
19950705,-0.05
19950706,-0.04
19950707,-0.3
19950710,0.04
19950711,0.02
19950712,0.53
19950713,0.4
19950714,0.06
19950717,0.42
19950718,-0.05
19950719,-0.96
19950720,-0.09
19950721,0.24
19950724,0.92
19950725,0.68
19950726,0.38
19950727,0.55
19950728,-0.22
19950731,-0.13
19950801,-0.08
19950802,-0.54
19950803,0
19950804,0.28
19950807,0.02
19950808,0.21
19950809,0.41
19950810,-0.44
19950811,0.17
19950814,0.58
19950815,0.18
19950816,0.3
19950817,-0.02
19950818,-0.13
19950821,-0.52
19950822,0.42
19950823,0.3
19950824,-0.15
19950825,-0.37
19950828,-0.52
19950829,-0.41
19950830,0.16
19950831,0.3
19950901,-0.31
19950905,0.67
19950906,0.56
19950907,0.32
19950908,0.14
19950911,0.32
19950912,0.02
19950913,0.31
19950914,-0.01
19950915,-0.89
19950918,0.28
19950919,0.75
19950920,-0.73
19950921,0.12
19950922,-0.11
19950925,0.08
19950926,-0.06
19950927,-0.09
19950928,0.56
19950929,0.04
19951002,-0.1
19951003,0.09
19951004,-0.32
19951005,0.56
19951006,0.15
19951009,-1.07
19951010,0.2
19951011,1.35
19951012,0.63
19951013,0.37
19951016,0.38
19951017,0.81
19951018,0.67
19951019,0.4
19951020,-0.68
19951023,0.39
19951024,0.17
19951025,-0.32
19951026,-0.08
19951027,0.56
19951030,0.27
19951031,0.29
19951101,-0.04
19951102,-0.63
19951103,-0.01
19951106,-0.21
19951107,-0.76
19951108,0.31
19951109,0.45
19951110,0.13
19951113,-0.21
19951114,-0.35
19951115,0.03
19951116,0.12
19951117,-0.2
19951120,-0.21
19951121,-0.29
19951122,-0.54
19951124,-0.1
19951127,0.2
19951128,0.68
19951129,0.15
19951130,0.43
19951201,-0.17
19951204,0.73
19951205,0.01
19951206,0.07
19951207,-0.01
19951208,0.05
19951211,0.07
19951212,-0.06
19951213,0.34
19951214,-0.38
19951215,-0.36
19951218,-0.67
19951219,0.79
19951220,-0.28
19951221,0.17
19951222,0.17
19951226,0.69
19951227,0.14
19951228,0.24
19951229,-0.04
19960102,-1.19
19960103,-0.95
19960104,-0.64
19960105,0.08
19960108,0.33
19960109,0.04
19960110,-0.55
19960111,0.61
19960112,0.43
19960115,-0.09
19960116,0.87
19960117,0.47
19960118,0.37
19960119,0.43
19960122,-0.1
19960123,-0.04
19960124,0.57
19960125,0
19960126,0.21
19960129,0.3
19960130,0.3
19960131,0
19960201,-0.5
19960202,-0.05
19960205,0.05
19960206,0.06
19960207,0.06
19960208,0.19
19960209,0.07
19960212,0.16
19960213,0.39
19960214,-0.4
19960215,0.04
19960216,-0.31
19960220,-0.28
19960221,-0.06
19960222,0.43
19960223,0.35
19960226,0.15
19960227,0.07
19960228,0.14
19960229,0.06
19960301,-0.2
19960304,-0.42
19960305,0.33
19960306,-0.53
19960307,0.04
19960308,-1.18
19960311,0.15
19960312,-0.67
19960313,-0.2
19960314,-0.01
19960315,-0.31
19960318,0.03
19960319,0.36
19960320,0.34
19960321,0.14
19960322,0.19
19960325,-0.23
19960326,0.15
19960327,-0.16
19960328,-0.06
19960329,0.13
19960401,0.44
19960402,0.65
19960403,-0.29
19960404,0.16
19960408,-0.81
19960409,-0.53
19960410,-1.04
19960411,-0.22
19960412,0.45
19960415,-0.08
19960416,-0.08
19960417,-0.03
19960418,0.32
19960419,-0.04
19960422,0.33
19960423,-0.26
19960424,-0.55
19960425,-0.43
19960426,0.2
19960429,0.06
19960430,0.13
19960501,-0.02
19960502,-0.73
19960503,-0.29
19960506,-0.24
19960507,0.3
19960508,0.23
19960509,0.51
19960510,0.77
19960513,0.08
19960514,0.13
19960515,0.14
19960516,0
19960517,0.3
19960520,0.4
19960521,0.06
19960522,0.21
19960523,0.51
19960524,-0.04
19960528,-0.55
19960529,-0.18
19960530,-0.24
19960531,0.03
19960603,0.18
19960604,0.45
19960605,0.3
19960606,-0.04
19960607,-0.33
19960610,0.43
19960611,-0.15
19960612,0.04
19960613,0.04
19960614,0
19960617,-0.21
19960618,-0.49
19960619,-0.01
19960620,-0.45
19960621,0.64
19960624,0.54
19960625,0.5
19960626,-0.41
19960627,0.36
19960628,0.62
19960701,-0.03
19960702,0.46
19960703,0.02
19960705,-0.68
19960708,-0.51
19960709,0.25
19960710,0.37
19960711,-0.44
19960712,0.03
19960715,-0.67
19960716,-0.16
19960717,1.19
19960718,1.03
19960719,-0.09
19960722,0.14
19960723,-0.46
19960724,0.11
19960725,-0.25
19960726,-0.23
19960729,0.03
19960730,-0.29
19960731,0.2
19960801,0.45
19960802,0.46
19960805,0.17
19960806,-0.15
19960807,-0.64
19960808,-0.21
19960809,-0.23
19960812,0.4
19960813,0.42
19960814,-0.37
19960815,0.04
19960816,0.18
19960819,0.14
19960820,-0.08
19960821,-0.25
19960822,0.05
19960823,-0.16
19960826,0.1
19960827,0.08
19960828,0.06
19960829,-0.3
19960830,0.03
19960903,0.32
19960904,-0.05
19960905,0.34
19960906,0.33
19960909,0.63
19960910,0.4
19960911,0.14
19960912,0.11
19960913,0.44
19960916,-0.4
19960917,-0.62
19960918,-0.06
19960919,-0.03
19960920,-0.05
19960923,0.22
19960924,0.42
19960925,-0.02
19960926,0.24
19960927,0.44
19960930,0
19961001,0
19961002,0.34
19961003,0.5
19961004,0.41
19961007,0.07
19961008,-0.12
19961009,-0.41
19961010,0.13
19961011,0.31
19961014,0.33
19961015,0.49
19961016,-0.37
19961017,0.3
19961018,0.16
19961021,0.18
19961022,-0.08
19961023,0.25
19961024,0.48
19961025,-0.18
19961028,-0.17
19961029,0.16
19961030,0.17
19961031,0.34
19961101,-0.35
19961104,0.02
19961105,0.22
19961106,0.36
19961107,-0.08
19961108,-0.1
19961111,-0.37
19961112,-0.86
19961113,0.02
19961114,-0.09
19961115,0.06
19961118,-0.19
19961119,0.45
19961120,0.02
19961121,-0.65
19961122,-0.28
19961125,0.32
19961126,-0.23
19961127,-0.07
19961129,-0.01
19961202,-0.36
19961203,-0.29
19961204,-0.63
19961205,-0.3
19961206,0.17
19961209,0.42
19961210,-0.3
19961211,0.1
19961212,-0.63
19961213,-0.09
19961216,-0.09
19961217,0.66
19961218,0.59
19961219,0.74
19961220,0.05
19961223,-0.02
19961224,-0.02
19961226,-0.08
19961227,-0.4
19961230,0.63
19961231,-0.22
19970102,-1.34
19970103,0.45
19970106,0.51
19970107,0.21
19970108,0.12
19970109,0.24
19970110,0.37
19970113,0.16
19970114,0.3
19970115,-0.35
19970116,0.51
19970117,0.21
19970120,0.11
19970121,0.36
19970122,0.14
19970123,-0.4
19970124,-0.48
19970127,-0.35
19970128,-0.08
19970129,0.52
19970130,0.35
19970131,0.2
