date,BAB
19301201,-0.00113726020336
19301202,-0.00767530191583
19301203,-0.000699870125075
19301204,0.0145886098323
19301205,0.00729305781382
19301206,-0.0050713172731
19301208,0.00896784944009
19301209,-0.00584710155335
19301210,0.00281943824406
19301211,-0.00332613150373
19301212,-0.000385068155756
19301213,0.00036521279117
19301215,0.00304488841786
19301216,0.00244681454473
19301217,-0.0209696066663
19301218,-0.00865004059578
19301219,0.0000399862787729
19301220,-0.0066653508689
19301222,0.00261383326602
19301223,0.0120945651305
19301224,-0.00592506600063
19301226,0.0199401138597
19301227,0.0000537844006417
19301229,0.00368073355144
19301230,-0.0105182724939
19301231,-0.00457021861422
19310102,-0.0215749024786
19310103,-0.016467263817
19310105,0.00617573502662
19310106,-0.00798376937958
19310107,0.0179171286538
19310108,-0.00719369754444
19310109,-0.000155281155094
19310110,0.0101729119891
19310112,-0.0124095093591
19310113,-0.000430857012004
19310114,0.00715190407102
19310115,-0.0099721148619
19310116,0.00213802130326
19310117,0.00972345194878
19310119,0.000124972627655
19310120,-0.00280056452107
19310121,-0.000286458096518
19310122,-0.00799836050785
19310123,-0.00196114348091
19310124,0.00885206206601
19310126,0.00192291248215
19310127,0.00531083753976
19310128,-0.00097177398227
19310129,-0.00529734532515
19310130,0.00167532722593
19310131,0.00605630301254
19310202,-0.00984832492768
19310203,0.0112385194557
19310204,-0.00936615974602
19310205,0.00608406837979
19310206,-0.0026718267897
19310207,0.00176008311179
19310209,0.00494901735965
19310210,-0.00579287772523
19310211,-0.0120145504625
19310213,-0.00183001678357
19310214,0.0050010217568
19310216,-0.00901662137919
19310217,-0.00070154345014
19310218,0.00350403626146
19310219,-0.0120264004763
19310220,-0.025975374946
19310221,-0.0129397521355
19310224,-0.00754461023896
19310225,0.00398278471108
19310226,-0.00438820102072
19310227,-0.00263756791674
19310228,0.00622978710378
19310302,0.00164287889584
19310303,-0.00165464941534
19310304,0.000164421860516
19310305,-0.00395482520528
19310306,-0.000935338304434
19310307,0.00415628446491
19310309,-0.00439834626946
19310310,0.000297566447859
19310311,0.00469594463049
19310312,0.0035755662776
19310313,0.0117275342623
19310314,-0.00273515428818
19310316,-0.0102153813933
19310317,-0.000887012383375
19310318,-0.0019149956804
19310319,-0.0106956269184
19310320,0.00893485138655
19310321,0.000635242248001
19310323,0.0007345091695
19310324,0.00629509869336
19310325,-0.00571944081322
19310326,-0.00200230431074
19310327,0.0115786186547
19310328,0.000893561327438
19310330,0.0103396679305
19310331,0.00552701419276
19310401,-0.00915807232469
19310402,-0.00207292808138
19310404,-0.000876003784754
19310406,-0.00819380334275
19310407,0.0177120463463
19310408,0.00134802729317
19310409,-0.0012221866395
19310410,-0.00297300621242
19310411,-0.00151927683725
19310413,-0.00661977521801
19310414,0.00747679823968
19310415,-0.00565183882175
19310416,0.0155783175501
19310417,0.00447240010254
19310418,0.00332339996508
19310420,-0.00553858780716
19310421,0.00581748537211
19310422,0.000817857050113
19310423,-0.00884690842537
19310424,0.00370076606015
19310425,0.00175474905874
19310427,-0.00391547896297
19310428,0.00597153906376
19310429,-0.0102541316229
19310430,-0.0149103923858
19310501,0.00167794059146
19310502,-0.0040408123698
19310504,0.0096875063376
19310505,-0.00810976042124
19310506,0.000975448299857
19310507,0.0100509054354
19310508,-0.0127793869177
19310509,-0.00433431796879
19310511,0.00343089230404
19310512,0.00657686157398
19310513,-0.00251352488028
19310514,0.00202594939149
19310515,-0.00332781326087
19310516,-0.00161191167386
19310518,-0.00242709787296
19310519,0.00624416525706
19310520,-0.0088602700667
19310521,0.00174205270453
19310522,0.00661511942201
19310523,-0.00470221383621
19310525,0.00346076077222
19310526,-0.00849782388505
19310527,0.00674629008199
19310528,-0.00254189360847
19310529,0.00191773570625
19310601,0.0042871549229
19310602,-0.00195099550993
19310603,-0.00223661216993
19310604,-0.00347569842214
19310605,-0.00636157735705
19310606,0.00482571365901
19310608,-0.00889911009939
19310609,0.00122333666062
19310610,0.00489473102838
19310611,-0.00458684894514
19310612,0.00586165458006
19310613,-0.00173441904078
19310615,-0.00882873056806
19310616,-0.00272481126912
19310617,0.00777098005105
19310618,0.00242169252367
19310619,0.000709748614104
19310620,-0.00594537714079
19310622,-0.0108714386771
19310623,-0.0112608442963
19310624,-0.0326828012471
19310625,-0.000891441642526
19310626,-0.0328182357534
19310627,-0.0130208870866
19310629,0.0156607517202
19310630,0.0128937183634
19310701,-0.00877162488633
19310702,0.00480581853039
19310703,-0.0108160865689
19310706,0.0153939125129
19310707,0.0185192886454
19310708,0.00691008527053
19310709,-0.000541269949911
19310710,-0.01213556171
19310711,0.0047258387925
19310713,0.00994433133325
19310714,0.00330137298986
19310715,0.00469341183873
19310716,-0.00554253501904
19310717,-0.00504664594092
19310718,-0.00371672119033
19310720,-0.00175577659818
19310721,-0.00850371070787
19310722,0.0048863051736
19310723,0.00509341640777
19310724,0.0046579469509
19310725,-0.00163337719257
19310727,-0.00385664791965
19310728,-0.00351413073017
19310729,0.0057849326367
19310730,-0.00630786959016
19310731,-0.00217223752905
19310801,0.00151674139131
19310803,0.0108319763771
19310804,-0.0140737058327
19310805,0.013210508365
19310806,-0.0093114163488
19310807,0.00128666501798
19310808,0.0046314390961
19310810,0.0050337840148
19310811,-0.00410248225605
19310812,-0.00226471219229
19310813,-0.00319508087183
19310814,-0.00146459194213
19310815,-0.00311637172654
19310817,0.00527686236273
19310818,-0.00177462846827
19310819,-0.0031295607733
19310820,-0.00529977840016
19310821,0.0146951357663
19310822,0.00375107832623
19310824,-0.0030007460787
19310825,-0.00227648517472
19310826,0.00576567218482
19310827,-0.007422159721
19310828,0.0000103220645937
19310829,-0.0020354937138
19310831,0.0057157495523
19310901,0.000773022341062
19310902,0.00325387555959
19310903,0.00205656315377
19310904,0.00674854638517
19310908,0.00326597217999
19310909,-0.00304735715136
19310910,0.00397695423483
19310911,-0.00617218063249
19310912,0.00104150094657
19310914,-0.00563703549347
19310915,0.00744637489441
19310916,-0.00134269785324
19310917,0.00842428485207
19310918,-0.0187212512651
19310919,0.00236994155398
19310921,-0.0130639553973
19310922,-0.0047177112757
19310923,-0.00278599232388
19310924,-0.0160627350322
19310925,-0.0083900446354
19310926,0.000736271591284
19310928,0.00408655792637
19310929,-0.00860327237302
19310930,-0.00394327054773
19311001,-0.0107658742378
19311002,-0.017089807329
19311003,-0.00125290305553
19311005,-0.013748883965
19311006,-0.00515840406336
19311007,-0.0183914939775
19311008,-0.0171029652784
19311009,-0.00225404788474
19311010,-0.00284731260914
19311013,0.00339122763487
19311014,0.017486032345
19311015,-0.00048890167493
19311016,0.000944713042656
19311017,0.00465307051418
19311019,0.00085432187014
19311020,-0.00753152529637
19311021,0.00412508203588
19311022,0.0113453805826
19311023,-0.0159202159708
19311024,-0.00340013587318
19311026,0.0099516672227
19311027,0.00216727247452
19311028,0.00208909904917
19311029,0.00100959372656
19311030,-0.00147392614574
19311031,0.00522430047713
19311102,-0.00567843107316
19311104,-0.00688190161218
19311105,0.00420598749474
19311106,-0.0135700610326
19311107,-0.0146023279126
19311109,-0.000989583198244
19311110,0.0142064074455
19311111,0.0113305664981
19311112,-0.00196769548701
19311113,0.0134502684721
19311114,0.00544560389073
19311116,-0.0119874062155
19311117,-0.00540755078728
19311118,0.0145848938422
19311119,0.00134908422888
19311120,0.00153954964424
19311121,0.00819955506062
19311123,0.0106374298986
19311124,-0.00679086322544
19311125,0.00305074592124
19311127,0.000554818418841
19311128,-0.0116227528878
19311130,-0.00156580594969
19311201,0.0163331730576
19311202,0.0205804044344
19311203,-0.00790477264054
19311204,0.00440912474715
19311205,0.00657546666477
19311207,-0.0134227012182
19311208,0.0034454889358
19311209,-0.00785441719607
19311210,-0.00367051083548
19311211,-0.00695184481526
19311212,-0.00438167467883
19311214,-0.00530259699866
19311215,-0.0184211224837
19311216,-0.00736760148346
19311217,-0.0149605638258
19311218,-0.0247277898158
19311219,0.0198355625191
19311221,-0.00227533927091
19311222,0.006416706129
19311223,0.0028572922796
19311224,0.00735014489749
19311228,0.00967107769339
19311229,-0.00791499876022
19311230,-0.00319088188261
19311231,-0.000604007974376
19320102,-0.00147482092359
19320104,-0.000864957118645
19320105,-0.00934412933624
19320106,-0.00631403910165
19320107,-0.0321910407516
19320108,-0.000509727069998
19320109,-0.00284207250077
19320111,-0.0203085493444
19320112,0.00890594508025
19320113,-0.00589077731046
19320114,-0.0178407500858
19320115,-0.000806571165625
19320116,0.0141110224963
19320118,0.000366576546639
19320119,0.00941435031757
19320120,-0.00720385008456
19320121,-0.0216908806426
19320122,0.0208242709952
19320123,0.013924585341
19320125,-0.0193707791023
19320126,-0.00497210493006
19320127,0.0106026579838
19320128,0.0346121277094
19320129,-0.0236444346492
19320130,0.0347967867286
19320201,-0.0246135767134
19320202,0.0277215477059
19320203,-0.0217900299797
19320204,0.0340081126069
19320205,-0.0023316189223
19320206,0.0001272605148
19320208,0.00459457110614
19320209,-0.00153183897141
19320210,-0.00617263745278
19320211,-0.0110548666461
19320213,-0.0160314077466
19320215,0.016377175293
19320216,-0.00359201326559
19320217,-0.00173449564724
19320218,-0.0000110139273084
19320219,-0.013318192027
19320220,0.0218817892848
19320223,0.0119416339389
19320224,-0.00790577005786
19320225,-0.00741792268199
19320226,-0.0012230937402
19320227,-0.00414875319772
19320229,0.0153483846317
19320301,-0.0167578711377
19320302,0.00890791438535
19320303,-0.00123732996634
19320304,0.00519652677547
19320305,-0.00203997515264
19320307,-0.00846301748445
19320308,0.0123506369733
19320309,0.00402083553994
19320310,0.0145796315257
19320311,0.00449206763396
19320312,-0.00655983223992
19320314,0.0109771092756
19320315,0.00177903205317
19320316,0.0126092058685
19320317,-0.0145643388305
19320318,0.0209464366884
19320319,-0.00803219871191
19320321,0.0120347940446
19320322,-0.0080741660495
19320323,-0.00857045490251
19320324,0.0051582688594
19320326,0.000997706826151
19320328,-0.00192197685792
19320329,0.0129299840682
19320330,-0.0201566376744
19320331,0.00758277711401
19320401,0.0190538887211
19320402,0.0293147447996
19320404,-0.027696337486
19320405,0.015322976767
19320406,0.0126590467285
19320407,-0.0166898873021
19320408,0.0132956182954
19320409,-0.0103704735241
19320411,-0.0365781834396
19320412,0.00244473835977
19320413,0.00489364626648
19320414,-0.00141617852519
19320415,-0.0137744509469
19320416,0.0107722348697
19320418,-0.0155043776255
19320419,-0.00452308784131
19320420,-0.0191245311028
19320421,-0.0137938943795
19320422,0.0152577663822
19320423,-0.00461727150261
19320425,0.00568103906228
19320426,-0.0121616641901
19320427,-0.00418993375379
19320428,0.0039642008899
19320429,-0.00552790731295
19320430,0.0113558454266
19320502,-0.00448174670859
19320503,0.0107447568411
19320504,0.0144926123259
19320505,-0.00131299841275
19320506,-0.0139457840517
19320507,-0.00715714955489
19320509,0.0219698522908
19320510,-0.0191748334469
19320511,0.00059340715452
